Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;Experimental;Final Harvest;Start Av Weight BioCat;End Av Weight BioCat;BATCH.START.DATE;AGE
Aveiro;AQUACRIA;N52A;SE1210L;Sole;22.2;23.48;Safiestela;;2014;March;5/1/2015;28/1/2015;430;456;447.54;1.89;446.82;430;LE-5;ELITE;Skretting;155.9;0;0;4544;1953.92;4532;2066.592;0;0;0;112.672;71.06824;1.383662312;2.193666257;12;0;0;0.34;0.34;0.26;134.8;0.368;215-315;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;491.95;8.437989908;1.059073223;456;400-600;400-600;;;400+;400+;13/11/2013;435
Aveiro;AQUACRIA;S53A;SE1210L;Sole;;;Safiestela;;2014;March;13/8/2014;26/8/2014;202.14;202;206.95;-2.39;207.44;202.14;LE-5;ELITE;Skretting;33;0;0;5872;1186.96608;5855;1182.71;0;0;0;-4.25608;27.59512;-7.753613654;1.195863616;18;0;0;0.21;0.21;-0.01;49.7;0.718;180-215;Feed Type 2015;;Unchecked;;0;0;19.74;0;0;1;0;1;424.5;6.069288542;1.167050772;179;200-300;200-300;;;200-300;200-300;13/11/2013;283
Aveiro;AQUACRIA;N55A;SE1210L;Sole;;;Safiestela;;2014;March;5/8/2014;26/8/2014;106.74;105;113.12;-7.18;107.38;106.74;LE-3;ELITE;Skretting;102.5;0;0;5933;633.28842;16265;1707.825;0;0;1038.34913;36.18745;74.89815;2.832473689;1.368525124;193;0;0;13.38;6.61;-0.08;138.3;0.104;70-120;Feed Type 2015;;Unchecked;;0;0;20.29;0;0;4;0;1;1169.01;6.70934439;1.722754575;365;SUB 140;SUB 140;;;100-150;100-150;13/11/2013;283
Aveiro;AQUACRIA;N55A;SE1210L;Sole;;;Safiestela;;2014;March;26/8/2014;29/9/2014;105;123;128.56;-4.32;121.82;105;LE-3;ELITE;Skretting;404.6;0;0;16265;1707.825;16151;1986.573;0;0;0;278.748;259.68982;1.451490235;1.558012555;116;0;0;0.65;0.65;0.47;215.5;0.033;70-120;Feed Type 2015;;Unchecked;;0;0;20.48;0;0;0;0;2;1283.01;7.363629007;1.66724668;716;SUB 140;SUB 140;;;100-150;100-150;13/11/2013;316
Aveiro;AQUACRIA;N55A;SE1210L;Sole;;;Safiestela;;2014;March;29/9/2014;28/10/2014;123;137;145.09;-5.58;138.93;123;LE-2;ELITE;Skretting;384.9;0;0;16151;1986.573;16109;2206.933;0;0;0;220.36;251.45037;1.746687239;1.530719561;43;0;0;0.63;0.63;0.37;371.8;0;70-120;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;1325.01;7.604681234;1.677181719;602;SUB 140;SUB 140;;;100-150;100-150;13/11/2013;345
Aveiro;AQUACRIA;N55A;SE1210L;Sole;;29.17;Safiestela;;2014;March;28/10/2014;1/12/2014;137;160;156.51;2.23;144.94;137;LE-2;ELITE;Skretting;345.6;0;0;16109;2206.933;16041;2566.56;0;0;0;359.627;118.04954;0.960995698;2.92758447;68;0;0;0.43;0.45;0.46;378.5;0;70-120;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;1393.01;7.994956269;1.56496145;632;SUB 140;140-200;;;100-150;150-200;13/11/2013;378
Aveiro;AQUACRIA;N55A;SE1210L;Sole;13.99;36.04;Safiestela;;2014;March;4/12/2014;5/1/2015;125.5;130;137.73;-5.61;133.17;125.5;LE-3;ELITE;Skretting;307.4;0;0;9810;1231.155;24393;3171.09;0;0;1887.06498;52.87002;130.19583;5.814259196;2.361058722;594;0;0;17.19;7.16;0.11;161.3;0.018;0-150;Feed Type 2015;;Unchecked;;0;0;18.68;0;0;6;0;1;3333.53;7.510807602;4.200704138;629;SUB 140;SUB 140;;;100-150;100-150;13/11/2013;412
Aveiro;AQUACRIA;N55A;SE1210L;Sole;36.04;21.08;Safiestela;;2014;March;5/1/2015;28/1/2015;130;151;141.86;6.44;131.33;130;LE-2;ELITE;Skretting;288.2;0;0;24393;3171.09;12285;1855.035;0;1766.14;0;450.085;208.43905;0.640323494;1.382658384;306;0;0;-1.49;-4.06;0.65;252.3;0;0-150;Feed Type 2015;;Unchecked;;0;0;18.67;0;1;0;0;2;1866.89;8.241041037;3.536935707;456;SUB 140;140-200;;;100-150;150-200;13/11/2013;435
Aveiro;AQUACRIA;S53B;SE1210L;Sole;;;Safiestela;;2014;March;23/7/2014;31/7/2014;196;197;199.51;-1.26;197.38;196;LE-3;ELITE;Skretting;19;0;0;1314;257.544;5007;986.379;0;0;719.0075;9.8275;11.73016;1.933350293;1.619756252;14;0;0;32.45;27.23;0.06;19;0.268;180-215;Feed Type 2015;;Unchecked;;0;0;27.88;0;0;10;0;1;317.06;5.958990358;1.043455937;126;140-200;140-200;;;150-200;150-200;13/11/2013;257
Aveiro;AQUACRIA;N42A;SE1210L;Sole;;;Safiestela;;2014;March;24/9/2014;29/9/2014;74.1;80;76.38;4.74;75.96;74.1;LE-3;ELITE;Skretting;50.3;0;0;16693;1236.9513;21816;1745.28;0;0;382.2595;126.0692;37.93256;0.398987223;1.326037578;8;0;0;2.75;7.76;1.53;50.3;0.033;0-70;Feed Type 2015;;Unchecked;;0;0;20.12;0;0;2;0;1;1802.77;7.63734788;2.546250122;122;SUB 140;SUB 140;;;50-100;50-100;13/11/2013;316
Aveiro;AQUACRIA;N42A;SE1210L;Sole;;;Safiestela;;2014;March;29/9/2014;28/10/2014;80;87;94.39;-7.83;91;80;LE-3;ELITE;Skretting;323;0;0;21816;1745.28;21752;1892.424;0;0;0;147.144;234.152;2.195128582;1.37944583;65;0;0;0.61;0.6;0.29;203.4;0.02;0-70;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;1866.77;7.908480783;2.505841955;602;SUB 140;SUB 140;;;50-100;50-100;13/11/2013;345
Aveiro;AQUACRIA;N53A;SE1210L;Sole;12.96;13.62;Safiestela;;2014;March;19/12/2014;5/1/2015;246.21;259;256.15;1.11;251.55;246.21;LE-3;ELITE;Skretting;60.3;0;0;4632;1140.44472;4627;1198.393;0;0;0;57.94828;23.47713;1.040583085;2.568457047;5;0;0;0.3;0.31;0.3;54.8;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;18.59;0;0;3;0;1;333.68;8.136571901;1.040570088;345;200-300;200-300;;;200-300;200-300;13/11/2013;412
Aveiro;AQUACRIA;N13A;SE1210L;Sole;;;Safiestela;;2014;March;5/9/2014;10/9/2014;150;152.46;152.16;0.2;151.61;150;LE-3;ELITE;Skretting;31.7;0;0;13000;1950;12990;1980.4554;0;0;0;30.4554;19.4139;1.040866316;1.632850689;10;0;0;0.32;0.32;0.33;31.7;0.104;120-180;Feed Type 2015;;Unchecked;;0;0;20.69;0;0;2;0;1;520.66;5.402365519;0.837377641;123;140-200;140-200;;;150-200;150-200;13/11/2013;297
Aveiro;AQUACRIA;N13A;SE1210L;Sole;;;Safiestela;;2014;March;10/9/2014;29/9/2014;152.46;180;169.71;6.06;164.66;152.46;LE-3;ELITE;Skretting;252.9;0;0;12990;1980.4554;12955;2331.9;0;0;0;351.4446;152.7149;0.719601326;1.656027015;37;0;0;0.62;0.65;0.87;252.9;0.033;120-180;Feed Type 2015;;Unchecked;;0;0;20.42;0;0;0;0;2;555.66;5.765525342;0.813620261;411;140-200;140-200;;;150-200;150-200;13/11/2013;316
Aveiro;AQUACRIA;N13A;SE1210L;Sole;;;Safiestela;;2014;March;29/9/2014;28/10/2014;180;205;206.94;-0.94;199.76;180;LE-3;ELITE;Skretting;407.2;0;0;12955;2331.9;12889;2642.245;0;0;0;310.345;242.80664;1.31208816;1.677054631;66;0;0;0.57;0.57;0.45;420.4;0.02;120-180;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;621.66;6.450341007;0.878167085;602;140-200;200-300;;;150-200;200-300;13/11/2013;345
Aveiro;AQUACRIA;N13A;SE1210L;Sole;;34.16;Safiestela;;2014;March;28/10/2014;1/12/2014;205;235;229.84;2.25;216.24;205;LE-3;ELITE;Skretting;387.4;0;0;12889;2642.245;12700;2984.5;0;0;0;342.255;104.003;1.131904574;3.724892551;192;0;0;0.41;0.42;0.4;427.1;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;810.66;8.411404049;0.919157693;632;200-300;200-300;;;200-300;200-300;13/11/2013;378
Aveiro;AQUACRIA;N13A;SE1210L;Sole;34.16;27.18;Safiestela;;2014;March;1/12/2014;19/12/2014;235;241.15;246.98;-2.36;240.48;235;LE-3;ELITE;Skretting;188.5;0;0;12700;2984.5;9846;2374.3629;0;676.42;0;66.2829;59.68608;2.843870742;3.158190318;58;0;0;-3.61;-4.06;0.14;188.5;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;18.85;0;1;0;0;2;855.66;8.87832382;0.960749064;361;200-300;200-300;;;200-300;200-300;13/11/2013;396
Aveiro;AQUACRIA;N13A;SE1210L;Sole;27.18;29;Safiestela;;2014;March;19/12/2014;5/1/2015;241.15;258;252.09;2.34;249.52;241.15;LE-3;ELITE;Skretting;138.3;0;0;9846;2374.3629;9820;2533.56;0;676.42;0;835.6171;752.3435;0.165506426;0.183825606;30;0;0;0.06;0.03;0.4;138.3;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;18.59;0;1;0;0;2;696;9.278230951;0.954872373;345;200-300;200-300;;;200-300;200-300;13/11/2013;412
Aveiro;AQUACRIA;N13A;SE1210L;Sole;29;29.98;Safiestela;;2014;March;5/1/2015;28/1/2015;258;268;273.42;-1.98;272.96;258;LE-3;ELITE;Skretting;197.8;0;0;9820;2533.56;9774;2619.432;0;0;0;85.872;134.35104;2.303428358;1.472262515;50;0;0;0.33;0.33;0.17;197.8;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;742;9.891447364;1.000258873;456;200-300;200-300;;;200-300;200-300;13/11/2013;435
Aveiro;AQUACRIA;N55D;SE1210L;Sole;;;Safiestela;;2014;March;4/4/2014;26/4/2014;32.3;44;32.3;36.22;34.4;0;LE-2;ELITE;Skretting;0;0;0;5257;169.8011;5249;230.956;0;0;0;61.1549;10.7645;0;0;8;0;0;0;0;1.41;47.2;1.683;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;8;0.152178048;0.850284518;0;SUB 140;SUB 140;;;0-50;0-50;13/11/2013;163
Aveiro;AQUACRIA;S52A;SE1210L;Sole;20.32;32.21;Safiestela;;2014;March;8/8/2014;26/8/2014;96.53;100;107.38;-6.87;105.15;96.53;LE-3;ELITE;Skretting;215.1;0;0;13471;1300.35563;20616;2061.6;0;0;671.739;89.50537;195.67777;2.403207763;1.09925619;78;0;0;6.15;3.12;0.2;286.5;0.104;70-120;Feed Type 2015;;Unchecked;;0;0;20.18;0;0;2;0;1;1081.07;4.985661962;1.765516414;303;SUB 140;SUB 140;;;50-100;100-150;13/11/2013;283
Aveiro;AQUACRIA;S52A;SE1210L;Sole;32.21;43.36;Safiestela;;2014;March;26/8/2014;29/9/2014;100;135;124.15;8.74;116.95;100;LE-3;ELITE;Skretting;524.1;0;0;20616;2061.6;20556;2775.06;0;0;0;713.46;342.4242;0.734589185;1.530557712;62;0;0;0.64;0.69;0.88;284;0.033;70-120;Feed Type 2015;;Unchecked;;0;0;20.48;0;0;0;0;2;1141.07;5.262369037;1.425034661;716;SUB 140;SUB 140;;;100-150;100-150;13/11/2013;316
Aveiro;AQUACRIA;S52A;SE1210L;Sole;43.36;44.86;Safiestela;;2014;March;29/9/2014;28/10/2014;135;140;152.64;-8.28;147.85;135;LE-2;ELITE;Skretting;395.3;0;0;20556;2775.06;20509;2871.26;0;0;0;96.2;257.19565;4.109147609;1.536962231;47;0;0;0.48;0.47;0.13;363.5;0;70-120;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;1188.07;5.479122912;1.536834178;602;SUB 140;140-200;;;100-150;100-150;13/11/2013;345
Aveiro;AQUACRIA;S52A;SE1210L;Sole;44.86;39.49;Safiestela;;2014;March;28/10/2014;1/12/2014;140;170;156.3;8.77;146.88;140;LE-2;ELITE;Skretting;368.5;0;0;20509;2871.26;20441;3474.97;0;0;0;603.71;131.11408;0.610392407;2.810529579;70;0;0;0.34;0.37;0.57;404.3;0;70-120;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;1256.07;5.792724264;1.352769199;632;140-200;140-200;;;100-150;150-200;13/11/2013;378
Aveiro;AQUACRIA;S52A;SE1210L;Sole;16.88;30.09;Safiestela;;2014;March;4/12/2014;23/12/2014;170.7;163;174.83;-6.77;96.92;170.7;LE-2;ELITE;Skretting;93.8;0;0;8703;1485.6021;16246;2648.098;1511.53033;0;3142.76802;-468.74179;-1542.27747;-0.200110172;-0.060819147;1136;0;0;-1.08;-0.02;-0.24;93.8;0;155-215;Feed Type 2015;;Unchecked;;0;0;18.81;0;0;6;2;1;3579.32;9.180502448;2.315064482;324;140-200;140-200;;;150-200;150-200;13/11/2013;400
Aveiro;AQUACRIA;S52A;SE1210L;Sole;30.09;0;Safiestela;;2014;March;23/12/2014;26/12/2014;163;166;163.13;1.76;75.67;163;LE-2;ELITE;Skretting;2.3;0;0;16246;2648.098;0;0;3834.97623;0;0;1186.87823;1186.87823;0.001937857;0.001937857;462;0;0;0.02;0;0.61;2.3;0;155-215;Feed Type 2015;;Unchecked;;0;0;19.09;0;0;0;4;2;3762.32;9.64987427;2.326581802;40;140-200;140-200;;;150-200;150-200;13/11/2013;403
Aveiro;AQUACRIA;N53A;SE1210L;Sole;6.49;7.65;Safiestela;;2014;March;7/1/2015;28/1/2015;182.11;216;195.86;10.28;195.87;182.11;LE-2;ELITE;Skretting;50.2;0;0;3135;570.91485;3115;672.84;0;0;0;101.92515;39.2202;0.492518284;1.279952677;26;0;0;0.39;0.4;0.81;48.9;0;155-215;Feed Type 2015;;Unchecked;;0;0;18.68;0;0;1;0;1;346.24;5.873651354;2.179985408;418;140-200;200-300;;;150-200;200-300;13/11/2013;435
Aveiro;AQUACRIA;N52B;SE1210L;Sole;;;Safiestela;;2014;March;24/7/2014;31/7/2014;356.84;359;359.3;-0.08;358.91;356.84;LE-5;ELITE;Skretting;3.1;0;0;767;273.69628;768;275.712;0;0;5.00805;-2.99233;-3.06145;-1.035981994;-1.012592072;15;0;0;-0.11;-0.1;0.09;3.1;1.229;315-415;Feed Type 2015;;Unchecked;;0;0;20.39;0;0;2;0;1;80.12;9.452795016;0.797913827;126;300-400;300-400;;;300-400;300-400;13/11/2013;257
Aveiro;AQUACRIA;S62B;SE1210L;Sole;;;Safiestela;;2014;March;8/8/2014;26/8/2014;143.88;151;153.33;-1.52;151.3;143.88;LE-3;ELITE;Skretting;216.9;0;0;17418;2506.10184;23488;3546.688;0;0;877.73536;162.8508;169.8972;1.331893979;1.276654353;22;0;0;2.57;2.48;0.27;258.5;0.104;120-180;Feed Type 2015;;Unchecked;;0;0;20.18;0;0;2;0;1;1265.86;5.116990327;1.174196064;303;140-200;140-200;;;100-150;150-200;13/11/2013;283
Aveiro;AQUACRIA;S62B;SE1210L;Sole;;;Safiestela;;2014;March;26/8/2014;29/9/2014;151;186;168.67;10.27;163.6;151;LE-3;ELITE;Skretting;235.2;0;0;23488;3546.688;8626;1604.436;0;1638.7;0;-303.552;-496.7744;-0.774826059;-0.473454349;18;0;0;1.81;1.28;0.61;235.2;0.033;120-180;Feed Type 2015;;Unchecked;;0;0;20.48;0;2;0;0;2;689.73;5.235348947;1.582800654;695;140-200;140-200;;;150-200;150-200;13/11/2013;316
Aveiro;AQUACRIA;S62B;SE1210L;Sole;;;Safiestela;;2014;March;29/9/2014;28/10/2014;186;212;201.67;5.12;197.37;186;LE-3;ELITE;Skretting;158.1;0;0;8626;1604.436;8617;1826.804;0;0;0;222.368;96.30129;0.710983595;1.641722556;9;0;0;0.32;0.33;0.45;163.8;0.02;120-180;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;698.73;5.303662839;1.451692082;602;140-200;200-300;;;150-200;200-300;13/11/2013;345
Aveiro;AQUACRIA;S62B;SE1210L;Sole;;;Safiestela;;2014;March;28/10/2014;1/12/2014;212;235;224.72;4.57;218.07;212;LE-3;ELITE;Skretting;134.8;0;0;8617;1826.804;8607;2022.645;0;0;0;195.841;50.12449;0.688313479;2.68930417;10;0;0;0.21;0.21;0.3;149.4;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;708.73;5.379567163;1.368382272;632;200-300;200-300;;;200-300;200-300;13/11/2013;378
Aveiro;AQUACRIA;S62B;SE1210L;Sole;;;Safiestela;;2014;March;1/12/2014;5/1/2015;235;265;246.69;7.42;242.03;235;LE-3;ELITE;Skretting;124.7;0;0;8607;2022.645;8157;2161.605;0;108.5;0;247.46;60.09371;0.503919825;2.075092385;8;0;0;0.1;-0.14;0.34;124.7;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;18.72;0;2;0;0;2;678.85;5.432612319;1.250651727;686;200-300;200-300;;;200-300;200-300;13/11/2013;412
Aveiro;AQUACRIA;N53A;SE1210L;Sole;;;Safiestela;;2014;March;26/7/2014;31/7/2014;96.24;106;98.69;7.41;96.74;96.24;LE-3;ELITE;Skretting;41.3;0;0;16062;1545.80688;15998;1695.788;0;0;0;149.98112;1.83964;0.275367993;22.45004457;181;0;0;0.51;0.53;1.93;41.3;0.268;70-120;Feed Type 2015;;Unchecked;;0;0;20.39;0;0;2;0;1;987.65;5.817922843;1.66558956;126;SUB 140;SUB 140;;;50-100;100-150;13/11/2013;257
Aveiro;AQUACRIA;N53A;SE1210L;Sole;;;Safiestela;;2014;March;31/7/2014;26/8/2014;106;117;117.03;-0.03;105.07;106;LE-3;ELITE;Skretting;272;0;0;15998;1695.788;23606;2761.902;0;2971.96;3570.99916;467.07484;185.45526;0.582347788;1.466661016;283;0;0;1.09;2.14;0.38;351.6;0.104;70-120;Feed Type 2015;;Unchecked;;0;0;20.34;0;5;2;0;2;1522.57;6.062861316;1.411444663;428;SUB 140;SUB 140;;;100-150;100-150;13/11/2013;283
Aveiro;AQUACRIA;N53A;SE1210L;Sole;;;Safiestela;;2014;March;26/8/2014;29/9/2014;117;141;140.91;0.06;133.92;117;LE-3;ELITE;Skretting;545.7;0;0;23606;2761.902;11693;1648.713;0;1539.3;0;426.111;343.32456;1.280652224;1.589458092;92;0;0;-1.94;-2.65;0.55;333.9;0.033;70-120;Feed Type 2015;;Unchecked;;0;0;20.48;0;2;0;0;2;804.87;6.444032743;1.340129171;716;SUB 140;140-200;;;100-150;100-150;13/11/2013;316
Aveiro;AQUACRIA;N53A;SE1210L;Sole;;;Safiestela;;2014;March;29/9/2014;28/10/2014;141;160;165.8;-3.5;159.23;141;LE-2;ELITE;Skretting;322.9;0;0;11693;1648.713;11645;1863.2;0;0;0;214.487;205.52035;1.505452545;1.571133953;48;0;0;0.63;0.64;0.44;232;0;70-120;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;852.87;6.828335266;1.363678875;602;140-200;140-200;;;100-150;150-200;13/11/2013;345
Aveiro;AQUACRIA;N53A;SE1210L;Sole;;23.64;Safiestela;;2014;March;28/10/2014;1/12/2014;160;180;183.37;-1.84;170.1;160;LE-3;ELITE;Skretting;308.9;0;0;11645;1863.2;11556;2080.08;0;0;0;216.88;102.4756;1.42428993;3.014376105;92;0;0;0.46;0.47;0.35;339.1;0.018;70-120;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;941.87;7.540896193;1.381807935;632;140-200;140-200;;;150-200;150-200;13/11/2013;378
Aveiro;AQUACRIA;N41A;SE1210L;Sole;14.26;24.75;Safiestela;;2014;March;23/9/2014;29/9/2014;129.46;134;133.74;0.19;133;129.46;LE-2;ELITE;Skretting;50.5;0;0;7049;912.56354;11820;1583.88;0;0;626.7424;44.57406;32.75406;1.132945933;1.541793597;6;0;0;10.41;13.98;0.57;50.5;0;70-120;Feed Type 2015;;Unchecked;;0;0;20.17;0;0;2;0;1;810.68;6.422306162;1.419825769;143;SUB 140;SUB 140;;;100-150;100-150;13/11/2013;316
Aveiro;AQUACRIA;N41A;SE1210L;Sole;24.75;30.07;Safiestela;;2014;March;29/9/2014;28/10/2014;134;163;157.17;3.71;151.01;134;LE-2;ELITE;Skretting;300.6;0;0;11820;1583.88;11805;1924.215;0;0;0;340.335;198.79305;0.883247389;1.512125298;19;0;0;0.59;0.62;0.68;289.4;0;70-120;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;825.68;6.541137997;1.305809546;602;SUB 140;140-200;;;100-150;150-200;13/11/2013;345
Aveiro;AQUACRIA;N41A;SE1210L;Sole;30.07;24.44;Safiestela;;2014;March;28/10/2014;1/12/2014;163;183;184.9;-1.03;172.21;163;LE-2;ELITE;Skretting;294.6;0;0;11805;1924.215;11753;2150.799;0;0;0;226.584;99.76913;1.300180066;2.952817169;54;0;0;0.43;0.44;0.34;323.4;0;70-120;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;877.68;6.95308836;1.315143796;632;140-200;140-200;;;150-200;150-200;13/11/2013;378
Aveiro;AQUACRIA;N12A;SE1210L;Sole;;;Safiestela;;2014;March;5/9/2014;10/9/2014;145;149.95;147.14;1.91;146.56;145;LE-3;ELITE;Skretting;8.8;0;0;3800;551;3799;569.66005;0;0;0;18.66005;5.78144;0.471595735;1.522112138;1;0;0;0.31;0.32;0.67;8.8;0.104;120-180;Feed Type 2015;;Unchecked;;0;0;20.69;0;0;1;0;1;236.68;5.868351367;1.448606809;123;140-200;140-200;;;100-150;100-150;13/11/2013;297
Aveiro;AQUACRIA;N12A;SE1210L;Sole;;;Safiestela;;2014;March;10/9/2014;29/9/2014;149.95;175;163.33;7.15;159.37;149.95;LE-3;ELITE;Skretting;57.4;0;0;3799;569.66005;3794;663.95;0;0;0;94.28995;34.98973;0.608760531;1.640481364;6;0;0;0.49;0.51;0.81;33.6;0.033;120-180;Feed Type 2015;;Unchecked;;0;0;20.42;0;0;0;0;2;241.68;5.992323637;1.303222464;411;140-200;140-200;;;100-150;150-200;13/11/2013;316
Aveiro;AQUACRIA;N12A;SE1210L;Sole;;;Safiestela;;2014;March;29/9/2014;28/10/2014;175;204;201.21;1.39;194.28;175;LE-3;ELITE;Skretting;115.7;0;0;3794;663.95;3790;773.16;0;0;0;109.21;72.3712;1.059426792;1.598702246;4;0;0;0.56;0.57;0.53;119.7;0.02;120-180;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;245.68;6.091501453;1.263127214;602;140-200;200-300;;;150-200;200-300;13/11/2013;345
Aveiro;AQUACRIA;N12A;SE1210L;Sole;;34.61;Safiestela;;2014;March;28/10/2014;1/12/2014;204;237;228.32;3.8;214.74;204;LE-3;ELITE;Skretting;111.7;0;0;3790;773.16;3768;893.016;0;0;0;119.856;35.98032;0.931951675;3.104474891;22;0;0;0.4;0.42;0.44;122.8;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;267.68;6.63697944;1.221938278;632;200-300;200-300;;;200-300;200-300;13/11/2013;378
Aveiro;AQUACRIA;N12A;SE1210L;Sole;34.61;27.22;Safiestela;;2014;March;1/12/2014;19/12/2014;237;246.21;249.66;-1.38;242.65;237;LE-3;ELITE;Skretting;59.6;0;0;3768;893.016;2852;702.19092;0;223.06;0;32.23492;22.0818;1.848926568;2.699055331;10;0;0;-2.47;-3.82;0.21;59.6;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;18.85;0;1;0;0;2;276.68;6.860129526;1.242151271;361;200-300;200-300;;;200-300;200-300;13/11/2013;396
Aveiro;AQUACRIA;N12A;SE1210L;Sole;27.22;28.22;Safiestela;;2014;March;19/12/2014;5/1/2015;246.21;256;257.42;-0.55;254.8;246.21;LE-3;ELITE;Skretting;41.8;0;0;2852;702.19092;2844;728.064;0;223.06;0;248.93308;245.52028;0.167916614;0.170250702;9;0;0;0.04;0.03;0.23;41.8;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;18.59;0;1;0;0;2;218.99;7.154011003;1.257499607;345;200-300;200-300;;;200-300;200-300;13/11/2013;412
Aveiro;AQUACRIA;N12A;SE1210L;Sole;28.22;32.8;Safiestela;;2014;March;5/1/2015;28/1/2015;256;298;272.12;9.51;271.68;256;LE-3;ELITE;Skretting;60;0;0;2844;728.064;2840;846.32;0;0;0;118.256;43.5072;0.507373833;1.379082083;4;0;0;0.33;0.35;0.66;60;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;222.99;7.284683837;1.139803725;456;200-300;200-300;;;200-300;200-300;13/11/2013;435
Aveiro;AQUACRIA;N14A;SE1210L;Sole;;;Safiestela;;2014;March;5/9/2014;10/9/2014;148;153.67;149.95;2.48;149.48;148;LE-3;ELITE;Skretting;8.8;0;0;4000;592;3998;614.37266;0;0;0;22.37266;5.62104;0.393337225;1.565546589;2;0;0;0.29;0.3;0.75;8.8;0.104;120-180;Feed Type 2015;;Unchecked;;0;0;20.69;0;0;1;0;1;218.11;5.176493484;1.197379555;123;140-200;140-200;;;100-150;150-200;13/11/2013;297
Aveiro;AQUACRIA;N14A;SE1210L;Sole;;;Safiestela;;2014;March;10/9/2014;29/9/2014;153.67;176;170.42;3.27;165.5;153.67;LE-3;ELITE;Skretting;75.5;0;0;3998;614.37266;3981;700.656;0;0;0;86.28334;44.48284;0.875024078;1.697283717;17;0;0;0.61;0.62;0.71;75.5;0.033;120-180;Feed Type 2015;;Unchecked;;0;0;20.42;0;0;0;0;2;235.11;5.579961409;1.146342205;411;140-200;140-200;;;150-200;150-200;13/11/2013;316
Aveiro;AQUACRIA;N14A;SE1210L;Sole;;;Safiestela;;2014;March;29/9/2014;28/10/2014;176;205;203.16;0.91;195.95;176;LE-3;ELITE;Skretting;125.5;0;0;3981;700.656;3953;810.365;0;0;0;109.709;73.93435;1.14393532;1.697451861;28;0;0;0.57;0.59;0.53;129.3;0.02;120-180;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;263.11;6.244496816;1.145680877;602;140-200;200-300;;;150-200;200-300;13/11/2013;345
Aveiro;AQUACRIA;N14A;SE1210L;Sole;;35.19;Safiestela;;2014;March;28/10/2014;1/12/2014;205;244;230.6;5.81;216.5;205;LE-3;ELITE;Skretting;122.9;0;0;3953;810.365;3923;957.212;0;0;0;146.847;38.9645;0.836925508;3.154153139;30;0;0;0.41;0.44;0.51;135.6;0.018;120-180;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;293.11;6.956499038;1.102030282;632;200-300;200-300;;;200-300;200-300;13/11/2013;378
