Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;Experimental;Final Harvest;Start Av Weight BioCat;End Av Weight BioCat;BATCH.START.DATE;AGE
Aveiro;AQUACRIA;S44A;SE1309L;Sole;;22.27;Safiestela;;2014;September;12/11/2014;1/12/2014;121.88;128;132.51;-3.4;120.81;121.88;LE-2;ELITE;Skretting;175.6;0;0;14297;1742.51836;15309;1959.552;0;0;108.62716;108.40648;-1.66523;1.619829368;-105.4508987;27;0;0;1;-33.06;0.26;175.6;0;90-200;Feed Type 2015;;Unchecked;;0;0;19.92;0;0;4;0;1;170.45;1.101137314;0.58927159;395;SUB 140;SUB 140;;;100-150;100-150;8/9/2014;83
Aveiro;AQUACRIA;S44A;SE1309L;Sole;22.27;27.05;Safiestela;;2014;September;1/12/2014;5/1/2015;128;156;158.35;-1.48;132.71;128;LE-2;ELITE;Skretting;508.7;0;0;15309;1959.552;15259;2380.404;0;0;0;420.852;65.46989;1.208738464;7.769984034;50;0;0;0.67;0.73;0.57;293.5;0;90-200;Feed Type 2015;;Unchecked;;0;0;18.72;0;0;0;0;2;220.45;1.424146207;0.757431397;667;SUB 140;140-200;;;100-150;150-200;8/9/2014;117
Aveiro;AQUACRIA;S44A;SE1309L;Sole;27.05;31.3;Safiestela;;2014;September;5/1/2015;28/1/2015;156;181;173.03;4.61;172.46;156;LE-2;ELITE;Skretting;293.3;0;0;15259;2380.404;15218;2754.458;0;0;0;374.054;244.09228;0.784111385;1.201594741;42;0;0;0.5;0.51;0.65;264.4;0;90-200;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;261.45;1.689013499;0.757528466;456;140-200;140-200;;;150-200;150-200;8/9/2014;140
Aveiro;AQUACRIA;N21A;SE1309L;Sole;;;Safiestela;;2014;September;8/9/2014;29/9/2014;49.29;59;57.32;2.93;56.03;49.29;LE-2;ELITE;Skretting;145.9;0;0;16938;834.87402;16912;997.808;0;0;0;162.93398;112.70534;0.895454711;1.294526062;26;0;0;0.76;0.78;0.86;130.9;0;;Feed Type 2015;;Unchecked;;0;0;20.43;0;0;0;0;1;26;0.153501004;0.895432619;431;SUB 140;SUB 140;;;0-50;50-100;8/9/2014;21
Aveiro;AQUACRIA;N21A;SE1309L;Sole;;;Safiestela;;2014;September;29/9/2014;28/10/2014;59;77;72.57;6.1;69.97;59;LE-2;ELITE;Skretting;240.5;0;0;16912;997.808;16859;1298.143;0;0;0;300.335;181.81623;0.800772471;1.3227642;53;0;0;0.73;0.76;0.92;231.1;0;;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;79;0.466406896;0.834281299;602;SUB 140;SUB 140;;;50-100;50-100;8/9/2014;50
Aveiro;AQUACRIA;N21A;SE1309L;Sole;;12.85;Safiestela;;2014;September;21/11/2014;1/12/2014;34.87;42;37.67;11.49;35.07;34.87;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;87.6;0;0;26944;939.53728;26918;1130.556;0;0;0;191.01872;4.47698;0.458593796;19.56676152;81;0;0;0.85;0.93;1.86;87.6;0;0-55;Feed Type 2015;;Unchecked;;0;0;19.91;0;0;1;0;1;3751.19;12.23113489;3.26567304;215;SUB 140;SUB 140;;;0-50;0-50;8/9/2014;83
Aveiro;AQUACRIA;N21A;SE1309L;Sole;12.85;15.85;Safiestela;;2014;September;1/12/2014;5/1/2015;42;52;56.26;-7.57;43.91;42;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;417.4;0;0;26918;1130.556;26824;1394.848;0;0;0;264.292;47.28584;1.579313789;8.827166864;98;0;0;0.95;1.03;0.61;220.1;0;0-55;Feed Type 2015;;Unchecked;;0;0;18.72;0;0;0;0;2;3845.19;12.53763141;2.338179788;686;SUB 140;SUB 140;;;0-50;50-100;8/9/2014;117
Aveiro;AQUACRIA;N21A;SE1309L;Sole;15.85;18.52;Safiestela;;2014;September;5/1/2015;28/1/2015;52;61;60.03;1.62;59.81;52;LE-3;ELITE;Skretting;227.5;0;0;26824;1394.848;26713;1629.493;0;0;0;234.645;202.85653;0.969549745;1.121482261;113;0;0;0.66;0.66;0.69;188.3;0.018;0-55;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;3956.19;12.89955816;1.885903052;456;SUB 140;SUB 140;;;50-100;50-100;8/9/2014;140
Aveiro;AQUACRIA;S41A;SE1309L;Sole;13.31;13.82;Safiestela;;2014;September;1/12/2014;1/12/2014;77.07;80;77.45;3.29;77.45;77.07;LE-2;ELITE;Skretting;6;0;0;15201;1171.54107;15201;1216.08;0;0;0;44.53893;5.77638;0.134713609;1.038712827;0;0;0;0;0;0;6;0;55-90;Feed Type 2015;;Unchecked;;0;0;19.54;0;0;1;0;1;682;3.973201282;1.645762667;19;SUB 140;SUB 140;;;50-100;50-100;8/9/2014;83
Aveiro;AQUACRIA;S41A;SE1309L;Sole;13.82;23.64;Safiestela;;2014;September;1/12/2014;5/1/2015;80;99;102.45;-3.37;81.28;80;LE-2;ELITE;Skretting;388;0;0;15201;1216.08;21013;2080.287;0;0;388.9944;475.2126;102.86224;0.816476667;3.772035297;20;0;0;1.25;3.66;0.61;339.1;0;55-90;Feed Type 2015;;Unchecked;;0;0;18.72;0;0;2;0;2;1200.39;5.109044796;1.035542608;686;SUB 140;SUB 140;;;50-100;50-100;8/9/2014;117
Aveiro;AQUACRIA;S41A;SE1309L;Sole;23.64;26.96;Safiestela;;2014;September;5/1/2015;28/1/2015;99;113;115.64;-2.28;114.87;99;LE-2;ELITE;Skretting;367;0;0;21013;2080.287;20993;2372.209;0;0;0;291.922;331.17891;1.257185138;1.108162352;20;0;0;0.72;0.71;0.58;313.6;0;55-90;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;1220.39;5.194167877;1.070285057;456;SUB 140;SUB 140;;;50-100;100-150;8/9/2014;140
Aveiro;AQUACRIA;P1A;SE1312;Sole;;10.93;Safiestela;;2014;December;1/12/2014;5/1/2015;26.43;40;37.39;6.98;33.87;26.43;LE-2;ELITE;Skretting;104.4;0;0;54338;1436.15334;8198;327.92;0;1218.04;0;109.80666;59.55292;0.950762003;1.753062654;54;0;0;-4.01;-8.23;1.18;52.9;0;;Feed Type 2015;;Unchecked;;0;0;18.72;0;2;0;0;1;54;0.654387608;0.950646512;667;SUB 140;SUB 140;;;0-50;0-50;1/12/2014;34
Aveiro;AQUACRIA;P1A;SE1312;Sole;10.93;14.2;Safiestela;;2014;December;5/1/2015;28/1/2015;40;52;49.5;5.05;49.23;40;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;85.6;0;0;8198;327.92;8192;425.984;0;0;0;98.064;75.37216;0.872899331;1.135697849;6;0;0;0.99;1.02;1.14;76.4;0;;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;60;0.727097343;0.902426353;437;SUB 140;SUB 140;;;0-50;50-100;1/12/2014;57
Aveiro;AQUACRIA;P3A;SE1312;Sole;;11.64;Safiestela;;2014;December;2/12/2014;5/1/2015;26.43;37;35.5;4.23;32.44;26.43;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;99.3;0;0;9461;250.05423;9436;349.132;0;0;0;99.07777;56.04961;1.002242985;1.771644798;25;0;0;0.98;1.05;0.99;46.7;0;;Feed Type 2015;;Unchecked;;0;0;18.7;0;0;1;0;1;25;0.26424268;1.002200198;648;SUB 140;SUB 140;;;0-50;0-50;1/12/2014;34
Aveiro;AQUACRIA;P3A;SE1312;Sole;11.64;16.98;Safiestela;;2014;December;5/1/2015;28/1/2015;37;54;44.57;21.16;44.37;37;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;79.3;0;0;9436;349.132;9433;509.382;0;0;0;160.25;69.41021;0.494851794;1.142483217;3;0;0;0.81;0.9;1.64;70.9;0;;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;28;0.295951802;0.680594759;437;SUB 140;SUB 140;;;0-50;50-100;1/12/2014;57
Aveiro;AQUACRIA;N23A;SE1312;Sole;13.6;13.64;Safiestela;;2014;December;28/1/2015;28/1/2015;71.8;72;71.99;0.01;71.99;71.8;LE-2;ELITE;Skretting;3.4;0;0;16670;1196.906;16670;1200.24;0;0;0;3.334;3.1673;1.019796041;1.073469517;0;0;0;0;0;0;3.4;0;60-90;Feed Type 2015;;Unchecked;;0;0;18.69;0;0;1;0;1;167.54;0.985846042;0.661709192;19;SUB 140;SUB 140;;;50-100;50-100;1/12/2014;57
Aveiro;AQUACRIA;P1B;SE1312;Sole;;12.47;Safiestela;;2014;December;2/12/2014;5/1/2015;26.43;41;37.26;10.04;33.81;26.43;LE-2;ELITE;Skretting;114.8;0;0;9172;242.41596;9127;374.207;0;0;0;131.79104;66.16791;0.871075909;1.734979993;46;0;0;1.11;1.23;1.29;55.4;0;;Feed Type 2015;;Unchecked;;0;0;18.7;0;0;1;0;1;46;0.501472257;0.871234831;667;SUB 140;SUB 140;;;0-50;0-50;1/12/2014;34
Aveiro;AQUACRIA;P1B;SE1312;Sole;12.47;16.12;Safiestela;;2014;December;5/1/2015;28/1/2015;41;53;50.14;5.7;49.94;41;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;91.8;0;0;9127;374.207;9125;483.625;0;0;0;109.418;81.4955;0.838984445;1.126442564;2;0;0;0.94;0.96;1.12;81.9;0;;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;48;0.523275399;0.846652984;437;SUB 140;SUB 140;;;0-50;50-100;1/12/2014;57
Aveiro;AQUACRIA;S53A;SE1312;Sole;0.14;0.19;Safiestela;;2014;December;27/1/2015;28/1/2015;24.17;24.5;24.17;1.37;24.5;0;;;;0;0;0;515;12.44755;687;16.8315;0;0;4.386;-0.00205;-0.00205;0;0;0;0;0;0;0;1.36;;0;0-30;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;2;0;1;6.83;0.984390989;-0.821339339;0;SUB 140;SUB 140;;;0-50;0-50;1/12/2014;57
Aveiro;AQUACRIA;S53B;SE1312;Sole;;;Safiestela;;2014;December;27/1/2015;28/1/2015;49.38;49.44;49.38;0.12;49.44;0;;;;0;0;0;10063;496.91094;16320;806.8608;0;0;309.97178;-0.02192;-0.02192;0;0;0;0;0;0;0;0.12;;0;30-60;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;2;0;1;162.48;0.985773985;4.024928253;0;SUB 140;SUB 140;;;0-50;0-50;1/12/2014;57
Aveiro;AQUACRIA;N22A;SE1312;Sole;14.5;14.5;Safiestela;;2014;December;1/12/2014;1/12/2014;89.64;89.64;89.64;0;89.64;0;;;;0;0;0;14233;1275.84612;14233;1275.84612;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;;Feed Type 2015;;Unchecked;;0;0;19.54;0;0;0;0;1;1;0.007025432;0;0;SUB 140;SUB 140;;;50-100;50-100;1/12/2014;0
Aveiro;AQUACRIA;N22A;SE1312;Sole;14.5;16.79;Safiestela;;2014;December;1/12/2014;5/1/2015;89.64;104;105.33;-1.26;100.89;89.64;LE-2;ELITE;Skretting;233;0;0;14233;1275.84612;14210;1477.84;0;0;0;201.99388;157.80078;1.153500294;1.4765453;24;0;0;0.48;0.49;0.42;117;0;;Feed Type 2015;;Unchecked;;0;0;18.72;0;0;0;0;2;24;0.16861037;1.153979496;629;SUB 140;SUB 140;;;50-100;100-150;1/12/2014;34
Aveiro;AQUACRIA;N22A;SE1312;Sole;16.79;19.04;Safiestela;;2014;December;5/1/2015;28/1/2015;104;118;116.92;0.92;116.4;104;LE-2;ELITE;Skretting;192.7;0;0;14210;1477.84;14203;1675.954;0;0;0;198.114;175.3892;0.9726723;1.09869935;13;0;0;0.53;0.54;0.55;168.8;0;;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;31;0.217788394;1.044437334;456;SUB 140;SUB 140;;;100-150;100-150;1/12/2014;57
Aveiro;AQUACRIA;P3B;SE1312;Sole;;11.84;Safiestela;;2014;December;2/12/2014;5/1/2015;26.43;39;34.99;11.46;32.12;26.43;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;90.5;0;0;9126;241.20018;9108;355.212;0;0;0;114.01182;51.34878;0.793777347;1.762456674;18;0;0;0.9;1;1.14;43.9;0;;Feed Type 2015;;Unchecked;;0;0;18.7;0;0;1;0;1;18;0.197238875;0.793776094;648;SUB 140;SUB 140;;;0-50;0-50;1/12/2014;34
Aveiro;AQUACRIA;P3B;SE1312;Sole;11.84;15.48;Safiestela;;2014;December;5/1/2015;28/1/2015;39;51;46.84;8.88;46.67;39;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;78.5;0;0;9108;355.212;9107;464.457;0;0;0;109.245;69.81169;0.718568356;1.124453512;1;0;0;0.84;0.88;1.17;70.9;0;;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;19;0.20819659;0.748912688;437;SUB 140;SUB 140;;;0-50;50-100;1/12/2014;57
Aveiro;AQUACRIA;S43B;SE1312;Sole;;;Safiestela;;2014;December;27/1/2015;28/1/2015;102.9;101.57;102.9;-1.29;101.57;0;;;;0;0;0;1632;167.9328;2622;266.31654;0;0;98.3961;-0.01236;-0.01236;0;0;0;0;0;0;0;-1.3;;0;90-110;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;2;0;1;26.09;0.985238417;0.302943094;0;SUB 140;SUB 140;;;100-150;100-150;1/12/2014;57
Aveiro;AQUACRIA;P2B;SE1312;Sole;;12.55;Safiestela;;2014;December;2/12/2014;5/1/2015;26.43;40;35.8;11.73;32.8;26.43;LE-2;ELITE;Skretting;102.3;0;0;9446;249.65778;9411;376.44;0;0;0;126.78222;59.02302;0.806895478;1.733222055;35;0;0;0.97;1.08;1.22;49.3;0;;Feed Type 2015;;Unchecked;;0;0;18.7;0;0;1;0;1;35;0.3705276;0.806845966;648;SUB 140;SUB 140;;;0-50;0-50;1/12/2014;34
Aveiro;AQUACRIA;P2B;SE1312;Sole;12.55;16.3;Safiestela;;2014;December;5/1/2015;28/1/2015;40;52;47.81;8.76;47.6;40;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;80.8;0;0;9411;376.44;9405;489.06;0;0;0;112.62;71.238;0.717456935;1.134226115;6;0;0;0.82;0.85;1.14;72.5;0;;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;41;0.434046617;0.756025229;437;SUB 140;SUB 140;;;0-50;50-100;1/12/2014;57
Aveiro;AQUACRIA;N23A;SE1312;Sole;18.72;18.72;Safiestela;;2014;December;1/12/2014;1/12/2014;44.75;44.75;44.75;0;44.75;0;;;;0;0;0;36819;1647.65025;36819;1647.65025;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;Feed Type 2015;;Unchecked;;0;0;19.54;0;0;0;0;1;0;0;0;0;SUB 140;SUB 140;;;0-50;0-50;1/12/2014;0
Aveiro;AQUACRIA;N23A;SE1312;Sole;18.72;24.98;Safiestela;;2014;December;1/12/2014;5/1/2015;44.75;60;53.13;12.93;50.65;44.75;LE-2;ELITE;Skretting;338.3;0;0;36819;1647.65025;36639;2198.34;0;0;0;550.68975;208.1151;0.614320495;1.625542789;180;0;0;0.51;0.55;0.84;181.1;0;;Feed Type 2015;;Unchecked;;0;0;18.72;0;0;0;0;2;180;0.488878025;0.614320216;629;SUB 140;SUB 140;;;0-50;50-100;1/12/2014;34
Aveiro;AQUACRIA;P2A;SE1312;Sole;;12.06;Safiestela;;2014;December;2/12/2014;5/1/2015;26.43;41;37.91;8.15;34.34;26.43;LE-2;ELITE;Skretting;117.7;0;0;8874;234.53982;8828;361.948;0;0;0;127.40818;68.6137;0.923802538;1.71540086;52;0;0;1.18;1.29;1.29;58.3;0;;Feed Type 2015;;Unchecked;;0;0;18.7;0;0;2;0;1;52;0.585586904;0.924892738;667;SUB 140;SUB 140;;;0-50;0-50;1/12/2014;34
Aveiro;AQUACRIA;P2A;SE1312;Sole;12.06;17.06;Safiestela;;2014;December;5/1/2015;28/1/2015;41;58;51.45;12.73;51.17;41;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;101.5;0;0;8828;361.948;8822;511.676;0;0;0;149.728;89.47374;0.677895918;1.134411057;7;0;0;1.02;1.09;1.51;89.6;0;;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;58;0.653154624;0.780544865;437;SUB 140;SUB 140;;;0-50;50-100;1/12/2014;57
Aveiro;AQUACRIA;N41A;SE1311;Sole;13.05;11.79;Safiestela;;2014;October;20/1/2015;28/1/2015;40.66;42;41.93;0.17;42.2;40.66;LE-2;ELITE;Skretting;37.7;0;0;28244;1148.40104;24695;1037.19;0;145.37;0;34.15896;39.09796;1.103663578;0.964244682;77;0;0;-1.41;-1.17;0.41;37.7;0;0-60;Feed Type 2015;;Unchecked;;0;0;18.63;0;1;2;0;1;1847.88;7.102974448;8.913727273;171;SUB 140;SUB 140;;;0-50;0-50;14/10/2014;104
Aveiro;AQUACRIA;N34A;SE1311;Sole;17.07;28.39;Safiestela;;2014;October;22/1/2015;28/1/2015;74.26;78;76.76;1.62;76.03;74.26;LE-2;ELITE;Skretting;79.3;0;0;20229;1502.20554;32029;2498.262;0;0;859.5465;136.50996;73.41283;0.580909994;1.080192658;51;0;0;4.92;8.7;0.82;79.3;0;60-100;Feed Type 2015;;Unchecked;;0;0;18.73;0;0;3;0;1;1650.12;4.984991735;1.071820623;133;SUB 140;SUB 140;;;50-100;50-100;14/10/2014;104
Aveiro;AQUACRIA;N34A;SE1311;Sole;18.26;20.08;Safiestela;;2014;October;15/10/2014;28/10/2014;50;55;55.81;-1.45;50;50;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;201.3;0;0;32145;1607.25;32128;1767.04;0;0;0;159.79;-0.85;1.259778459;-236.8235294;19;0;0;0.92;0.96;0.73;126.3;0;;Feed Type 2015;;Unchecked;;0;0;21.22;0;0;0;0;1;19;0.059103493;1.260567349;291;SUB 140;SUB 140;;;50-100;50-100;14/10/2014;14
Aveiro;AQUACRIA;N34A;SE1311;Sole;20.08;26.26;Safiestela;;2014;October;28/10/2014;1/12/2014;55;73;71.81;1.66;55;55;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;564.88;0;0;32128;1767.04;31654;2310.742;0;0;0;543.702;-26.07;1.038951484;-21.66781741;474;0;0;0.82;0.95;0.83;494.38;0;;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;493;1.533580116;1.151960784;632;SUB 140;SUB 140;;;50-100;50-100;14/10/2014;47
Aveiro;AQUACRIA;N34A;SE1311;Sole;26.26;33.13;Safiestela;;2014;October;1/12/2014;5/1/2015;73;93;85.99;8.15;80.82;73;LE-2;ELITE;Skretting;421.5;0;0;31654;2310.742;31350;2915.55;0;0;0;604.808;222.965;0.696915385;1.890431234;332;0;0;0.46;0.5;0.69;297.8;0;;Feed Type 2015;;Unchecked;;0;0;18.72;0;0;0;0;2;797;2.47923601;0.932105183;686;SUB 140;SUB 140;;;50-100;50-100;14/10/2014;81
Aveiro;AQUACRIA;N35A;SE1311;Sole;11.93;34.12;Safiestela;;2014;October;16/1/2015;28/1/2015;116.67;129;121.82;5.89;123.16;116.67;LE-2;ELITE;Skretting;101.9;0;0;8996;1049.56332;23277;3002.733;0;0;1728.5302;224.63948;88.7018;0.453615722;1.148792922;60;0;0;3.97;9.62;0.84;101.9;0;100-200;Feed Type 2015;;Unchecked;;0;0;18.6;0;0;5;0;1;1094.42;4.618834913;0.523792831;247;SUB 140;SUB 140;;;100-150;100-150;14/10/2014;104
Aveiro;AQUACRIA;N35B;SE1304L;Sole;;;Safiestela;;2014;March;31/3/2014;26/4/2014;62.1;82;62.1;32.05;66.21;0;LE-2;ELITE;Skretting;0;0;0;3039;188.7219;3038;249.116;0;0;0;60.3941;12.42408;0;0;1;0;0;0;0;1.07;56.4;1.683;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;1;1;0.032905561;0.933836678;0;SUB 140;SUB 140;;;50-100;50-100;31/3/2014;26
Aveiro;AQUACRIA;S62C;SS1109L;Sole;;;Stolt Sea Farm;;2011;September;26/4/2014;27/5/2014;134;131;134;-2.24;144.68;0;LE-3;ELITE;Skretting;0;0;0;1286;172.324;1252;164.012;0;0;0;-8.312;8.81536;0;0;37;0;0;0;0;-0.07;19.1;1.582;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;259.43;2.666958621;11.30362121;0;SUB 140;SUB 140;;YES;100-150;100-150;29/9/2011;958
Aveiro;AQUACRIA;S62C;SS1109L;Sole;;;Stolt Sea Farm;;2011;September;27/5/2014;24/6/2014;131;139;131;6.11;145.12;0;LE-3;ELITE;Skretting;0;0;0;1252;164.012;1240;172.36;0;0;0;8.348;15.9368;0;0;21;0;0;0;0;0.21;23.3;1.593;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;271.43;2.790319463;11.25900933;0;SUB 140;SUB 140;;YES;100-150;100-150;29/9/2011;985
Aveiro;AQUACRIA;S32A;SE1304L;Sole;16.14;26.31;Safiestela;;2014;April;13/1/2015;28/1/2015;157.5;163;164.78;-1.08;164.57;157.5;LE-2;ELITE;Skretting;115.8;0;0;9016;1420.02;14206;2315.578;0;99.94;920.0158;75.4822;97.78562;1.534136525;1.184223202;27;0;0;5;3.94;0.23;115.8;0;70-155;Feed Type 2015;;Unchecked;;0;0;18.71;0;1;3;0;1;372.11;2.576246826;1.08498441;304;140-200;140-200;;;150-200;150-200;31/3/2014;298
Aveiro;AQUACRIA;N33A;SE1304L;Sole;27.89;30.28;Safiestela;;2014;April;9/10/2014;28/10/2014;169.35;187;182.23;2.62;180.43;169.35;LE-3;ELITE;Skretting;229.1;0;0;14495;2454.72825;14249;2664.563;0;603.12;564.40282;248.55193;154.936;0.92173897;1.478675066;12;0;0;0.4;0.36;0.52;229.1;0.02;155-215;Feed Type 2015;;Unchecked;;0;0;21.01;0;2;3;0;1;219.09;1.541762489;0.879644463;413;140-200;140-200;;;150-200;150-200;31/3/2014;208
Aveiro;AQUACRIA;N33A;SE1304L;Sole;30.28;33.48;Safiestela;;2014;April;28/10/2014;1/12/2014;187;207;205.02;0.97;195.34;187;LE-3;ELITE;Skretting;300.3;0;0;14249;2664.563;14231;2945.817;0;0;0;281.254;115.32054;1.067718148;2.604046079;19;0;0;0.32;0.32;0.3;333.5;0.018;155-215;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;237.09;1.668430638;0.91260571;632;140-200;200-300;;;150-200;200-300;31/3/2014;241
Aveiro;AQUACRIA;N33A;SE1304L;Sole;33.48;37.13;Safiestela;;2014;April;1/12/2014;5/1/2015;207;230;223.66;2.83;217.08;207;LE-3;ELITE;Skretting;288.5;0;0;14231;2945.817;14205;3267.15;0;0;0;321.333;137.8044;0.897822508;2.093547086;26;0;0;0.27;0.27;0.3;288.5;0.018;155-215;Feed Type 2015;;Unchecked;;0;0;18.72;0;0;0;0;2;263.09;1.851395742;0.90755623;686;200-300;200-300;;;200-300;200-300;31/3/2014;275
Aveiro;AQUACRIA;N33A;SE1304L;Sole;37.13;37.86;Safiestela;;2014;April;5/1/2015;28/1/2015;230;235;240.54;-2.3;240.11;230;LE-2;ELITE;Skretting;183.9;0;0;14205;3267.15;14178;3331.83;0;0;0;64.68;137.12958;2.8432282;1.341067332;27;0;0;0.24;0.24;0.09;164.1;0;155-215;Feed Type 2015;;Unchecked;;0;0;18.67;0;0;0;0;2;290.09;2.041397966;0.951947214;456;200-300;200-300;;;200-300;200-300;31/3/2014;298
Aveiro;AQUACRIA;N32A;SE1304L;Sole;2531.42;2879.7;Safiestela;;2014;April;1/10/2014;28/10/2014;100.58;115;115.19;-0.16;111.09;100.58;LE-2;ELITE;Skretting;338.3;0;0;22148;2227.64584;22036;2534.14;0;0;0;306.49416;220.3334;1.10377307;1.535400443;113;0;0;0.53;0.54;0.5;317.8;0;70-155;Feed Type 2015;;Unchecked;;0;0;20.9;0;0;2;0;1;377.64;1.688127365;1.110647994;560;SUB 140;SUB 140;;;100-150;100-150;31/3/2014;208
Aveiro;AQUACRIA;N32A;SE1304L;Sole;2879.7;34.98;Safiestela;;2014;April;28/10/2014;1/12/2014;115;140;129.71;7.93;121.49;115;LE-2;ELITE;Skretting;346.2;0;0;22036;2534.14;21989;3078.46;0;0;0;544.32;137.30361;0.636022928;2.521419502;50;0;0;0.36;0.39;0.58;381.9;0;70-155;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;424.64;1.898226894;1.016165653;632;SUB 140;140-200;;;100-150;100-150;31/3/2014;241
Aveiro;AQUACRIA;N32A;SE1304L;Sole;34.98;38.65;Safiestela;;2014;April;1/12/2014;5/1/2015;140;155;154.2;0.52;148.74;140;LE-2;ELITE;Skretting;343.5;0;0;21989;3078.46;21945;3401.475;0;0;0;323.015;185.6393;1.063418108;1.850362504;45;0;0;0.3;0.31;0.29;214.6;0;70-155;Feed Type 2015;;Unchecked;;0;0;18.72;0;0;0;0;2;468.64;2.094915815;1.017606377;686;140-200;140-200;;;100-150;150-200;31/3/2014;275
Aveiro;AQUACRIA;N32A;SE1304L;Sole;38.65;25.07;Safiestela;;2014;April;5/1/2015;28/1/2015;155;163;164.38;-0.84;163.97;155;LE-2;ELITE;Skretting;170.4;0;0;21945;3401.475;13535;2206.205;0;1420.02;99.94265;124.80735;137.9363;1.365304207;1.23535284;29;0;0;-2.57;-2.29;0.22;146.1;0;70-155;Feed Type 2015;;Unchecked;;0;0;18.67;0;1;1;0;2;315.45;2.282733288;1.036479633;456;140-200;140-200;;;150-200;150-200;31/3/2014;298
Aveiro;AQUACRIA;N31A;SE1304L;Sole;;;Safiestela;;2014;April;17/4/2014;26/4/2014;25.16;29;25.16;15.26;25.64;0;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;0;0;0;4900;123.284;9802;284.258;0;0;123.4098;37.5642;4.62948;0;0;3;0;0;0;0;1.58;18.7;3.72;;Feed Type 2015;;Unchecked;;0;0;0;0;0;2;0;1;12.99;0.132348581;1.999355766;0;SUB 140;SUB 140;;;0-50;0-50;31/3/2014;26
Aveiro;AQUACRIA;N31A;SE1304L;Sole;;;Safiestela;;2014;April;24/6/2014;31/7/2014;48;72;60.27;19.46;60.85;48;LE-2;ELITE;Skretting;421.6;0;0;32157;1543.536;32073;2309.256;0;0;0;765.72;408.10605;0.550592906;1.033064812;84;0;0;0.6;0.66;1.1;527.2;0.851;;Feed Type 2015;;Unchecked;;0;0;22.97;0;0;0;0;2;168.97;0.524068473;1.057574434;605;SUB 140;SUB 140;;;0-50;50-100;31/3/2014;120
