Region;Site;Unit;Batch;Species;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Given Biomass;Taken Biomass;Biomass Produced;Biomass Produced Before Sampl.;FCR Period;FCR Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Thermal Age;Experimental;Final Harvest
Aveiro;AQUACRIA;N45A;SE1207L;Sole;Safiestela;;2013;August;26/3/2014;26/4/2014;77.6;91.07;77.6;17.36;81.8;0;LE-3;ELITE;Skretting;0;0;0;14004;1086.71;13998;1274.8;0;0;0;188.09;58.33;0;0;6;0;0;0;0;0.52;194.7;1.49;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;344.13;2.53;1.46;0;;
Aveiro;AQUACRIA;N45B;SE1205L;Sole;Safiestela;;2013;August;26/3/2014;26/4/2014;152.37;166;152.37;8.95;159.51;0;LE-5;ELITE;Skretting;0;0;0;3048;464.42;3022;501.65;0;0;0;37.23;17.62;0;0;26;0;0;0;0;0.28;49.9;1.65;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;153.78;4.84;2.68;0;;
Aveiro;AQUACRIA;N45D;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;168.03;185;168.03;10.1;178.63;0;EFICO Sigma 574 4,5mm;EFICO Sigma;Biomar;0;0;0;592;99.47;382;70.67;0;37.32;0;8.52;6.08;0;0;8;0;0;0;0;0.31;29.67;1.73;;Feed Type 2015;;Unchecked;;0;0;0;0;1;0;0;2;25.01;6.46;4.4;0;Qualing;
Aveiro;AQUACRIA;S22A;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;104.27;115;104.27;10.29;110;0;LE-3;ELITE;Skretting;0;0;0;4324;450.86;4163;478.75;0;0;0;27.88;7.07;0;0;163;0;0;0;0;0.32;102.2;1.49;S ;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;394.09;9.18;7.2;0;;
Aveiro;AQUACRIA;S22B;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;144.6;158;144.6;9.27;158.06;0;LE-3;ELITE;Skretting;0;0;0;3221;465.76;4548;718.58;0;0;241.64;11.19;11.46;0;0;82;0;0;0;0;0.29;56.25;1.49;L ;Feed Type 2015;;Unchecked;;0;0;0;0;0;7;0;2;319.76;6.91;5.14;0;;
Aveiro;AQUACRIA;S22C;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;185.42;197;185.42;6.25;193.66;0;LE-5;ELITE;Skretting;0;0;0;2144;397.54;2059;405.62;0;0;0;8.08;1.21;0;0;88;0;0;0;0;0.2;52.9;1.65;XS;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;183.33;8.73;4.03;0;;
Aveiro;AQUACRIA;S24A;SS1204L;Sole;Stolt Sea Farm;;2012;April;26/3/2014;26/4/2014;255.1;269;255.1;5.45;264.64;0;LE-5;ELITE;Skretting;0;0;0;10196;2601;10132;2725.51;0;0;0;124.51;80.33;0;0;65;0;0;0;0;0.17;429.4;1.65;M ;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;774.91;6.33;2.46;0;;YES
Aveiro;AQUACRIA;S41A;SE1207L;Sole;Safiestela;;2013;August;26/3/2014;26/4/2014;63;71;63;12.7;66.9;0;LE-2;ELITE;Skretting;0;0;0;14523;914.95;14522;1031.06;0;0;0;116.11;56.57;0;0;1;0;0;0;0;0.39;220.4;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;319.73;2.27;1.92;0;;
Aveiro;AQUACRIA;S41B;SE1207L;Sole;Safiestela;;2013;August;26/3/2014;26/4/2014;46.82;54;46.82;15.34;81.87;0;LE-2;ELITE;Skretting;0;0;0;21704;1016.18;21692;1171.37;0.8;0;0;155.99;760.54;0;0;2;0;0;0;0;0.46;351.4;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;1;2;476.02;2.24;2.62;0;;
Aveiro;AQUACRIA;S42A;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;152.15;162;152.15;6.47;159.13;0;LE-3;ELITE;Skretting;0;0;0;4272;649.98;4188;678.46;0;0;0;28.47;16.45;0;0;86;0;0;0;0;0.2;67.6;1.49;M ;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;274.8;6.63;4.73;0;;
Aveiro;AQUACRIA;S42B;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;219.42;243;219.42;10.75;227.8;0;LE-5;ELITE;Skretting;0;0;0;4324;948.77;4303;1045.63;0;0;0;96.86;31.45;0;0;22;0;0;0;0;0.33;173.5;1.65;S ;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;189.55;4.51;3.01;0;;
Aveiro;AQUACRIA;S42C;SE1210L;Sole;Safiestela;;2013;November;26/3/2014;26/4/2014;32.62;43;32.62;31.82;35.44;0;LE-5;ELITE;Skretting;0;0;0;7988;260.57;7962;342.37;0;0;0;81.8;21.6;0;0;30;0;0;0;0;0.89;82;1.65;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;194.49;2.39;3.22;0;;
Aveiro;AQUACRIA;S42D;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;157;169;157;7.64;167.25;0;LE-5;ELITE;Skretting;0;0;0;992;155.74;783;132.33;0;33.7;0;10.28;8.91;0;0;9;0;0;0;0;0.24;48.49;1.65;;Feed Type 2015;;Unchecked;;0;0;0;0;1;0;0;2;43.76;5.57;4.83;0;Qualing;
Aveiro;AQUACRIA;S43A;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;108.65;117;108.65;7.69;114.27;0;LE-3;ELITE;Skretting;0;0;0;3657;397.33;3607;422.02;0;0;0;24.69;14.84;0;0;54;0;0;0;0;0.24;87;1.49;S ;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;222.12;6.21;6.68;0;;
Aveiro;AQUACRIA;S43B;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;202.22;216;202.22;6.81;210.31;0;LE-5;ELITE;Skretting;0;0;0;2716;549.23;2651;572.62;0;0;0;23.39;8.3;0;0;68;0;0;0;0;0.21;101.9;1.65;L ;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;191.02;7.14;3.57;0;;
Aveiro;AQUACRIA;S43C;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;63.55;70;63.55;10.15;67.98;0;LE-2;ELITE;Skretting;0;0;0;3531;224.4;3495;244.65;0;0;0;20.25;13.2;0;0;37;0;0;0;0;0.31;51;1.68;XS;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;225;6.39;13.2;0;;
Aveiro;AQUACRIA;S43D;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;155.5;168;155.5;8.04;164.57;0;LE-5;ELITE;Skretting;0;0;0;995;154.72;778;130.7;0;33.58;0;9.56;6.89;0;0;17;0;0;0;0;0.25;48.49;1.65;;Feed Type 2015;;Unchecked;;0;0;0;0;1;0;0;2;47.91;6.1;4.9;0;Qualing;
Aveiro;AQUACRIA;S44A;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;136.57;149;136.57;9.1;143.19;0;LE-5;ELITE;Skretting;0;0;0;3225;440.44;3159;470.69;0;0;0;30.25;11.9;0;0;66;0;0;0;0;0.28;51.4;1.65;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;290.1;7.72;6.31;0;;
Aveiro;AQUACRIA;S44B;SE1211L;Sole;Safiestela;;2012;April;26/3/2014;26/4/2014;98.97;99;98.97;0.03;103.86;0;LE-3;ELITE;Skretting;0;0;0;16193;1602.62;16093;1593.21;0;0;0;-9.41;68.8;0;0;100;0;0;0;0;0;351.4;1.49;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;694.41;3.77;6.83;0;;
Aveiro;AQUACRIA;S44D;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;156.8;170;156.8;8.42;165.33;0;LE-5;ELITE;Skretting;0;0;0;591;92.67;375;63.75;0;34.72;0;5.8;4.05;0;0;12;0;0;0;0;0.26;23.85;1.65;;Feed Type 2015;;Unchecked;;0;0;0;0;1;0;0;2;28.19;7.35;4.75;0;Qualing;
Aveiro;AQUACRIA;S45A;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;227.72;245;227.72;7.59;236.36;0;LE-5;ELITE;Skretting;0;0;0;3409;776.3;3384;829.08;0;0;0;52.78;23.54;0;0;25;0;0;0;0;0.24;145;1.65;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;173.56;5.13;3.11;0;;
Aveiro;AQUACRIA;S45B;CM1304L;Sole;Cupimar;;2013;April;26/3/2014;26/4/2014;228.57;244;228.57;6.75;237.39;0;LE-5;ELITE;Skretting;0;0;0;2943;672.68;2907;709.31;0;0;0;36.63;17.41;0;0;36;0;0;0;0;0.21;126.4;1.65;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;163.4;5.6;3.14;0;;
Aveiro;AQUACRIA;N35A;SE1304L;Sole;Safiestela;;2014;March;31/3/2014;26/4/2014;73.2;72;73.2;-1.64;78.02;0;LE-2;ELITE;Skretting;0;0;0;3947;288.92;3942;283.82;0;0;0;-5.1;18.63;0;0;5;0;0;0;0;-0.06;41.5;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;1;5;0.13;-16.29;0;;
Aveiro;AQUACRIA;N35B;SE1304L;Sole;Safiestela;;2014;March;31/3/2014;26/4/2014;62.1;82;62.1;32.05;66.21;0;LE-2;ELITE;Skretting;0;0;0;3039;188.72;3038;249.12;0;0;0;60.39;12.42;0;0;1;0;0;0;0;1.07;56.4;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;1;1;0.03;0.93;0;;
Aveiro;AQUACRIA;N25A;SE1304L;Sole;Safiestela;;2014;April;1/4/2014;26/4/2014;64.9;67;64.9;3.24;66.96;0;LE-2;ELITE;Skretting;0;0;0;7521;488.11;7506;502.9;0;0;0;14.79;14.49;0;0;15;0;0;0;0;0.13;84.2;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;15;0.2;4.44;0;;
Aveiro;AQUACRIA;N25B;SE1304L;Sole;Safiestela;;2014;April;1/4/2014;26/4/2014;62.1;66;62.1;6.28;64.8;0;LE-2;ELITE;Skretting;0;0;0;4900;304.29;4885;322.41;0;0;0;18.12;12.26;0;0;15;0;0;0;0;0.24;54.3;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;1;15;0.31;3;0;;
Aveiro;AQUACRIA;N25C;SE1304L;Sole;Safiestela;;2014;April;1/4/2014;26/4/2014;61.5;70;61.5;13.82;64.05;0;LE-2;ELITE;Skretting;0;0;0;5876;361.37;5856;409.92;0;0;0;48.55;13.7;0;0;20;0;0;0;0;0.52;61.3;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;20;0.34;1.26;0;;
Aveiro;AQUACRIA;N35C;SE1304L;Sole;Safiestela;;2014;April;1/4/2014;26/4/2014;62.8;77;62.8;22.61;66.53;0;LE-2;ELITE;Skretting;0;0;0;4669;293.21;4663;359.05;0;0;0;65.84;17.02;0;0;6;0;0;0;0;0.82;77.1;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;1;6;0.13;1.17;0;;
Aveiro;AQUACRIA;S41C;SE1207L;Sole;Safiestela;;2014;April;1/4/2014;26/4/2014;58;60.41;58;4.16;60.2;0;LE-2;ELITE;Skretting;0;0;0;1919;111.3;1913;115.56;0;0;0;4.26;3.86;0;0;6;0;0;0;0;0.16;27.3;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;1;6;0.31;6.4;0;;
Aveiro;AQUACRIA;N32A;SE1304L;Sole;Safiestela;;2014;April;2/4/2014;26/4/2014;43.1;48;43.1;11.37;46.11;0;LE-2;ELITE;Skretting;0;0;0;8327;358.89;8180;392.64;0;0;0;33.75;18.29;0;0;147;0;0;0;0;0.45;96.1;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;147;1.77;2.85;0;;
Aveiro;AQUACRIA;N32B;SE1304L;Sole;Safiestela;;2014;April;2/4/2014;26/4/2014;37.4;47;37.4;25.67;39.63;0;LE-2;ELITE;Skretting;0;0;0;8802;329.19;8759;411.67;0;0;0;82.48;17.92;0;0;43;0;0;0;0;0.95;90;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;1;43;0.49;1.09;0;;
Aveiro;AQUACRIA;N32C;SE1304L;Sole;Safiestela;;2014;April;2/4/2014;26/4/2014;37.9;48;37.9;26.65;40.12;0;LE-2;ELITE;Skretting;0;0;0;8029;304.3;7998;383.9;0;0;0;79.6;16.58;0;0;31;0;0;0;0;0.98;84.6;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;1;31;0.39;1.06;0;;
Aveiro;AQUACRIA;N33B;SE1304L;Sole;Safiestela;;2014;April;2/4/2014;26/4/2014;49.5;63;49.5;27.27;52.55;0;LE-2;ELITE;Skretting;0;0;0;5679;281.11;5620;354.06;0;0;0;72.95;14.22;0;0;59;0;0;0;0;1;79;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;1;59;1.04;1.08;0;;
Aveiro;AQUACRIA;N33C;SE1304L;Sole;Safiestela;;2014;April;2/4/2014;26/4/2014;57.5;67;57.5;16.52;60.83;0;LE-2;ELITE;Skretting;0;0;0;5926;340.75;5899;395.23;0;0;0;54.49;18.09;0;0;27;0;0;0;0;0.64;88.2;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;27;0.46;1.62;0;;
Aveiro;AQUACRIA;N34A;SE1304L;Sole;Safiestela;;2014;April;2/4/2014;26/4/2014;40.5;49;40.5;20.99;40.77;0;LE-2;ELITE;Skretting;0;0;0;1800;72.9;6949;340.5;0;0;192.1;75.51;18.32;0;0;1;0;0;0;0;0.79;79.9;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;1;0.01;1.06;0;;
Aveiro;AQUACRIA;N34B;SE1304L;Sole;Safiestela;;2014;April;3/4/2014;26/4/2014;33.3;40;33.3;20.12;35.51;0;LE-2;ELITE;Skretting;0;0;0;5637;187.71;5620;224.8;0;0;0;37.09;11.85;0;0;17;0;0;0;0;0.8;55.3;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;1;17;0.3;1.49;0;;
Aveiro;AQUACRIA;N34C;SE1304L;Sole;Safiestela;;2014;April;3/4/2014;26/4/2014;32.4;40;32.4;23.46;34.36;0;LE-2;ELITE;Skretting;0;0;0;10154;328.99;10148;405.92;0;0;0;76.93;19.7;0;0;6;0;0;0;0;0.92;90;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;1;6;0.06;1.17;0;;
Aveiro;AQUACRIA;N55D;SE1210L;Sole;Safiestela;;2014;March;4/4/2014;26/4/2014;32.3;44;32.3;36.22;34.4;0;LE-2;ELITE;Skretting;0;0;0;5257;169.8;5249;230.96;0;0;0;61.15;10.76;0;0;8;0;0;0;0;1.41;47.2;1.68;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;8;0.15;0.85;0;;
Aveiro;AQUACRIA;S65A;SS1204L;Sole;Stolt Sea Farm;;2012;April;10/4/2014;26/4/2014;456;459;456;0.66;459.71;0;LE-5;ELITE;Skretting;0;0;0;103;46.97;4704;2159.14;0;286.45;2383.52;15.1;18.44;0;0;19;0;0;0;0;0.04;97;1.65;615-815;Feed Type 2015;;Unchecked;;0;0;0;0;5;5;0;1;388.44;7.05;1.45;0;;YES
Aveiro;AQUACRIA;N52B;SS1204L;Sole;Stolt Sea Farm;;2012;April;15/4/2014;26/4/2014;260.85;254;260.85;-2.63;258.83;0;LE-5;ELITE;Skretting;0;0;0;2954;770.55;4274;1085.6;0;0;333.99;-18.94;1.7;0;0;29;0;0;0;0;-0.24;45;1.65;M ;Feed Type 2015;;Unchecked;;0;0;0;0;0;3;0;1;339.06;6.55;2.62;0;;YES
Aveiro;AQUACRIA;N31A;SE1304L;Sole;Safiestela;;2014;April;17/4/2014;26/4/2014;25.16;29;25.16;15.26;25.64;0;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;0;0;0;4900;123.28;9802;284.26;0;0;123.41;37.56;4.63;0;0;3;0;0;0;0;1.58;18.7;3.72;;Feed Type 2015;;Unchecked;;0;0;0;0;0;2;0;1;12.99;0.13;2;0;;
Aveiro;AQUACRIA;N31B;SE1304L;Sole;Safiestela;;2014;April;17/4/2014;26/4/2014;25.33;28;25.33;10.54;25.77;0;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;0;0;0;6125;155.15;12244;342.83;0;0;155.17;32.51;5.21;0;0;7;0;0;0;0;1.11;20.6;3.72;;Feed Type 2015;;Unchecked;;0;0;0;0;0;2;0;1;19.99;0.16;2.61;0;;
Aveiro;AQUACRIA;N31C;SE1304L;Sole;Safiestela;;2014;April;17/4/2014;26/4/2014;28.24;33;28.24;16.86;28.71;0;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;0;0;0;5076;143.35;10125;334.13;0;0;143.37;47.4;3.97;0;0;28;0;0;0;0;1.73;18.7;3.72;;Feed Type 2015;;Unchecked;;0;0;0;0;0;2;0;1;37.99;0.37;1.7;0;;
Aveiro;AQUACRIA;S33A;SS1204L;Sole;Stolt Sea Farm;;2012;April;22/4/2014;26/4/2014;186.64;187;186.64;0.19;188.14;0;LE-5;ELITE;Skretting;0;0;0;2491;464.92;2491;465.82;0;0;0;0.9;3.74;0;0;0;0;0;0;0;0.05;10;1.65;S ;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;173.24;5.79;3.42;0;;YES
Aveiro;AQUACRIA;S33B;SS1204L;Sole;Stolt Sea Farm;;2012;April;22/4/2014;26/4/2014;354;337;354;-4.8;357.29;0;LE-5;ELITE;Skretting;0;0;0;570;201.78;569;191.75;0;0;0;-10.03;1.52;0;0;1;0;0;0;0;-1.23;5;1.65;L ;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;73.71;14.21;1.62;0;;YES
Aveiro;AQUACRIA;N41A;SE1207L;Sole;Safiestela;;2013;August;26/4/2014;27/5/2014;95;102;95;7.37;99.21;0;LE-3;ELITE;Skretting;0;0;0;14644;1391.18;14630;1492.26;0;0;0;101.08;60.26;0;0;14;0;0;0;0;0.23;327.3;1.58;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;353.74;2.48;1.58;0;;
Aveiro;AQUACRIA;N43A;SE1205L;Sole;Safiestela;;2013;August;26/4/2014;27/5/2014;136;146;136;7.35;134.41;0;LE-3;ELITE;Skretting;0;0;0;4301;584.94;8610;1257.06;0;0;555.79;116.34;16.55;0;0;102;0;0;0;0;0.23;80.8;1.58;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;2;653.21;7.05;3.51;0;;
Aveiro;AQUACRIA;N44A;SE1207L;Sole;Safiestela;;2013;August;26/4/2014;27/5/2014;62.93;70;62.93;11.23;59.08;0;LE-2;ELITE;Skretting;0;0;0;4964;312.38;15898;1112.86;0;0;591.69;208.79;35.18;0;0;14;0;0;0;0;0.34;134.5;1.66;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;2;417.98;2.7;2.15;0;;
Aveiro;AQUACRIA;N44C;SE1207L;Sole;Safiestela;;2013;August;26/4/2014;27/5/2014;123.73;145;123.73;17.19;128.53;0;LE-5;ELITE;Skretting;0;0;0;2487;307.72;2442;354.09;0;0;0;46.37;6.15;0;0;45;0;0;0;0;0.51;34.15;1.6;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;124.42;5.1;1.27;0;;
Aveiro;AQUACRIA;N45A;SE1207L;Sole;Safiestela;;2013;August;26/4/2014;27/5/2014;91.07;114;91.07;25.18;95.08;0;LE-3;ELITE;Skretting;0;0;0;13998;1274.8;13985;1594.29;0;0;0;319.49;54.9;0;0;13;0;0;0;0;0.72;284.7;1.58;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;357.13;2.62;1.33;0;;
Aveiro;AQUACRIA;N45B;SE1205L;Sole;Safiestela;;2013;August;26/4/2014;27/5/2014;166;181;166;9.04;171.09;0;LE-5;ELITE;Skretting;0;0;0;3022;501.65;2981;539.56;0;0;0;37.91;8.37;0;0;41;0;0;0;0;0.28;52.35;1.6;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;194.78;6.13;2.67;0;;
Aveiro;AQUACRIA;N63A;SS1112L;Sole;Stolt Sea Farm;;2011;December;26/4/2014;27/5/2014;102;113;102;10.78;120.09;0;LE-3;ELITE;Skretting;0;0;0;8449;861.8;16129;1822.58;0;0;998.31;-37.53;76.83;0;0;61;0;0;0;0;0.33;207;1.58;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;2;2084.61;9.65;4.4;0;;YES
Aveiro;AQUACRIA;N64A;SE1211L;Sole;Safiestela;;2012;April;26/4/2014;27/5/2014;220;243;220;10.45;232.76;0;LE-5;ELITE;Skretting;0;0;0;5958;1310.76;5886;1430.3;0;0;0;119.54;59.27;0;0;74;0;0;0;0;0.32;224.4;1.6;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;316.85;4.65;3.1;0;;
Aveiro;AQUACRIA;N64B;SE1211L;Sole;Safiestela;;2012;April;26/4/2014;27/5/2014;161;177;161;9.94;171.88;0;LE-5;ELITE;Skretting;0;0;0;5905;950.71;5864;1037.93;0;0;0;87.22;57.2;0;0;42;0;0;0;0;0.31;95.5;1.6;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;271.82;4.04;4.09;0;;
Aveiro;AQUACRIA;N65A;SE1211L;Sole;Safiestela;;2012;April;26/4/2014;27/5/2014;131;130;131;-0.76;140.27;0;LE-3;ELITE;Skretting;0;0;0;9806;1284.59;9726;1264.38;0;0;0;-20.21;79.68;0;0;80;0;0;0;0;-0.02;159.55;1.58;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;529.59;4.7;5.42;0;;
Aveiro;AQUACRIA;N65B;SE1211L;Sole;Safiestela;;2012;April;26/4/2014;27/5/2014;175;132;175;-24.57;186.67;0;LE-5;ELITE;Skretting;0;0;0;3913;684.78;3875;511.5;0;0;0;-173.28;38.57;0;0;40;0;0;0;0;-0.91;69.85;1.6;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;187.02;4.19;5.61;0;;
Aveiro;AQUACRIA;S41A;SE1207L;Sole;Safiestela;;2013;August;26/4/2014;27/5/2014;71;78;71;9.86;45.12;0;LE-2;ELITE;Skretting;0;0;0;14522;1031.06;37910;2956.98;5;0;1286.27;644.65;-601.83;0;0;5;0;0;0;0;0.3;274.15;1.66;;Feed Type 2015;;Unchecked;;0;0;0;0;0;2;1;2;818.75;2.2;1.94;0;;
Aveiro;AQUACRIA;S42A;CM1304L;Sole;Cupimar;;2013;April;26/4/2014;27/5/2014;162;173;162;6.79;167.74;0;LE-5;ELITE;Skretting;0;0;0;4188;678.46;4054;701.34;0;0;0;22.89;1.56;0;0;134;0;0;0;0;0.21;73.8;1.6;M ;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;408.8;9.86;4.79;0;;
Aveiro;AQUACRIA;S42B;CM1304L;Sole;Cupimar;;2013;April;26/4/2014;27/5/2014;243;242;243;-0.41;250.4;0;LE-5;ELITE;Skretting;0;0;0;4303;1045.63;4265;1032.13;0;0;0;-13.5;22.33;0;0;38;0;0;0;0;-0.01;202.1;1.6;S ;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;227.55;5.41;3.27;0;;
Aveiro;AQUACRIA;S42C;SE1210L;Sole;Safiestela;;2013;November;26/4/2014;27/5/2014;43;44;43;2.33;41.07;0;LE-5;ELITE;Skretting;0;0;0;7962;342.37;10111;444.88;0;0;48.67;53.84;24.22;0;0;43;0;0;0;0;0.07;120.1;1.6;;Feed Type 2015;;Unchecked;;0;0;0;0;0;3;0;2;1608.92;13.74;5.04;0;;
Aveiro;AQUACRIA;S43A;CM1304L;Sole;Cupimar;;2013;April;26/4/2014;27/5/2014;117;125;117;6.84;121.63;0;LE-3;ELITE;Skretting;0;0;0;3607;422.02;3455;431.88;0;0;0;9.86;-1.79;0;0;152;0;0;0;0;0.21;95.1;1.58;S ;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;374.12;10.46;6.76;0;;
Aveiro;AQUACRIA;S44A;CM1304L;Sole;Cupimar;;2013;April;26/4/2014;27/5/2014;149;163;149;9.4;154.55;0;LE-3;ELITE;Skretting;0;0;0;3159;470.69;3096;504.65;0;0;0;33.96;7.8;0;0;67;0;0;0;0;0.29;54.2;1.58;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;353.1;9.39;6.05;0;;
Aveiro;AQUACRIA;S44B;SE1211L;Sole;Safiestela;;2012;April;26/4/2014;27/5/2014;99;117;99;18.18;103.03;0;LE-3;ELITE;Skretting;0;0;0;16093;1593.21;15967;1868.14;0;0;0;274.93;51.87;0;0;137;0;0;0;0;0.54;379.2;1.58;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;820.41;4.45;6;0;;
Aveiro;AQUACRIA;S45A;CM1304L;Sole;Cupimar;;2013;April;26/4/2014;27/5/2014;245;271;245;10.61;252.45;0;LE-5;ELITE;Skretting;0;0;0;3384;829.08;3334;903.51;0;0;0;74.43;12.59;0;0;59;0;0;0;0;0.33;160.6;1.6;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;223.56;6.61;3.02;0;;
Aveiro;AQUACRIA;S45B;CM1304L;Sole;Cupimar;;2013;April;26/4/2014;27/5/2014;244;274;244;12.3;251.45;0;LE-5;ELITE;Skretting;0;0;0;2907;709.31;2845;779.53;0;0;0;70.22;6.07;0;0;69;0;0;0;0;0.37;137.9;1.6;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;225.4;7.72;3.02;0;;
Aveiro;AQUACRIA;S53B;SE1210L;Sole;Safiestela;;2013;November;26/4/2014;27/5/2014;92;98;92;6.52;102.68;0;LE-3;ELITE;Skretting;0;0;0;12562;1155.7;1788;175.22;0;997.83;0;17.35;25.72;0;0;42;0;0;0;0;0.2;111.7;1.58;;Feed Type 2015;;Unchecked;;0;0;0;0;2;0;0;2;58.51;3.17;1.5;0;;
Aveiro;AQUACRIA;S62A;SS1106L;Sole;Stolt Sea Farm;;2011;June;26/4/2014;27/5/2014;124;131;124;5.65;133.36;0;LE-3;ELITE;Skretting;0;0;0;5374;666.38;5339;699.41;0;0;0;33.03;45.63;0;0;37;0;0;0;0;0.18;71.15;1.58;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;1007.5;5.09;9.11;0;;YES
