Region;Site;Unit;Batch;Species;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Given Biomass;Taken Biomass;Biomass Produced;Biomass Produced Before Sampl.;FCR Period;FCR Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Thermal Age;Experimental;Final Harvest
Aveiro;AQUACRIA;T02A;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;13/8/2014;95;94.06;100.13;-6.06;96.4;95;LE-3;ELITE;Skretting;1.4;0;0;260;24.7;260;24.46;0;0;0;-0.24;0.36;-5.73;3.85;0;0;0;0.44;0.43;-0.08;1.7;0.1;80-90;Feed Type 2015;;Unchecked;;0;0;20.84;0;0;0;0;2;3.86;1.46;1.4;228;;
Aveiro;AQUACRIA;T02B;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;13/8/2014;95;96.34;100.14;-3.79;95.56;95;LE-3;ELITE;Skretting;1.4;0;0;260;24.7;259;24.95;0;0;0;0.25;0.05;5.55;27.98;1;0;0;0.43;0.44;0.11;1.7;0.1;80-90;Feed Type 2015;;Unchecked;;0;0;20.84;0;0;0;0;2;4.87;1.85;1.35;228;;
Aveiro;AQUACRIA;T03A;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;13/8/2014;95;93.92;100.13;-6.2;96.4;95;LE-3;ELITE;Skretting;1.4;0;0;260;24.7;260;24.42;0;0;0;-0.28;0.36;-4.99;3.85;0;0;0;0.44;0.43;-0.09;1.7;0.1;80-90;Feed Type 2015;;Unchecked;;0;0;20.84;0;0;0;0;2;3.87;1.47;1.41;228;;
Aveiro;AQUACRIA;T03B;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;13/8/2014;95;96.7;100.13;-3.43;96.4;95;LE-3;ELITE;Skretting;1.4;0;0;260;24.7;260;25.14;0;0;0;0.44;0.36;3.17;3.85;0;0;0;0.43;0.43;0.14;1.7;0.1;80-90;Feed Type 2015;;Unchecked;;0;0;20.84;0;0;0;0;2;3.87;1.47;1.33;228;;
Aveiro;AQUACRIA;T04A;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;13/8/2014;95;91.1;100.13;-9.02;96.4;95;LE-3;ELITE;Skretting;1.4;0;0;260;24.7;260;23.69;0;0;0;-1.01;0.36;-1.38;3.85;0;0;0;0.45;0.43;-0.32;1.7;0.1;80-90;Feed Type 2015;;Unchecked;;0;0;20.84;0;0;0;0;2;3.87;1.47;1.49;228;;
Aveiro;AQUACRIA;T04B;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;13/8/2014;95;94.92;100.13;-5.2;96.4;95;LE-3;ELITE;Skretting;1.4;0;0;260;24.7;260;24.68;0;0;0;-0.02;0.36;-67.31;3.85;0;0;0;0.44;0.43;-0.01;1.7;0.1;80-90;Feed Type 2015;;Unchecked;;0;0;20.84;0;0;0;0;2;3.87;1.47;1.38;228;;
Aveiro;AQUACRIA;T05A;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;13/8/2014;95;93.8;100.13;-6.32;96.4;95;LE-3;ELITE;Skretting;1.4;0;0;260;24.7;260;24.39;0;0;0;-0.31;0.36;-4.49;3.85;0;0;0;0.44;0.43;-0.1;1.7;0.1;80-90;Feed Type 2015;;Unchecked;;0;0;20.84;0;0;0;0;2;3.87;1.47;1.41;228;;
Aveiro;AQUACRIA;T05B;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;13/8/2014;95;91.96;100.14;-8.17;96.43;95;LE-3;ELITE;Skretting;1.4;0;0;260;24.7;259;23.82;0;0;0;-0.88;0.28;-1.59;5.08;1;0;0;0.44;0.43;-0.25;1.7;0.1;80-90;Feed Type 2015;;Unchecked;;0;0;20.84;0;0;0;0;2;4.87;1.85;1.47;228;;
Aveiro;AQUACRIA;T06A;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;13/8/2014;95;92.52;100.13;-7.6;96.4;95;LE-3;ELITE;Skretting;1.4;0;0;260;24.7;260;24.06;0;0;0;-0.64;0.36;-2.17;3.85;0;0;0;0.44;0.43;-0.2;1.7;0.1;80-90;Feed Type 2015;;Unchecked;;0;0;20.84;0;0;0;0;2;3.87;1.47;1.44;228;;
Aveiro;AQUACRIA;T06B;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;13/8/2014;95;97.28;100.13;-2.85;96.4;95;LE-3;ELITE;Skretting;1.4;0;0;260;24.7;260;25.29;0;0;0;0.59;0.36;2.36;3.85;0;0;0;0.43;0.43;0.18;1.7;0.1;80-90;Feed Type 2015;;Unchecked;;0;0;20.84;0;0;0;0;2;3.87;1.47;1.32;228;;
Aveiro;AQUACRIA;S33C;SS1112L;Sole;Stolt Sea Farm;;2011;December;22/8/2014;25/8/2014;370.35;270;370.98;-27.22;371.84;370.35;LE-5;ELITE;Skretting;1.5;0;0;1465;542.56;1465;395.55;0;0;0;-147.01;2.18;-0.01;0.69;0;0;0;0.11;0.09;-10.53;5;0.72;215-315;Feed Type 2015;;Unchecked;;0;0;19.4;0;0;1;0;1;456.76;10.24;2.55;19;;YES
Aveiro;AQUACRIA;N21A;SE1211L;Sole;Safiestela;;2012;April;31/7/2014;26/8/2014;124;143;137.59;3.93;135.7;124;LE-3;ELITE;Skretting;265.3;0;0;18211;2258.16;17960;2568.28;0;0;0;310.12;179.01;0.86;1.48;251;0;0;0.42;0.43;0.55;275.6;0.1;XS;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;1573.62;8.21;4.92;428;;YES
Aveiro;AQUACRIA;N22A;SE1211L;Sole;Safiestela;;2012;April;31/7/2014;26/8/2014;204;215;216.34;-0.62;214.57;204;LE-3;ELITE;Skretting;168.3;0;0;11415;2328.66;11289;2427.14;0;0;0;98.48;93.62;1.71;1.8;126;0;0;0.27;0.27;0.2;123.6;0.27;S ;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;865.92;6.49;3.76;428;;
Aveiro;AQUACRIA;N22B;SE1211L;Sole;Safiestela;;2012;April;31/7/2014;26/8/2014;68;84;75.42;11.38;75.39;68;LE-2;ELITE;Skretting;23;0;0;3033;206.24;2934;246.46;0;0;0;40.21;14.95;0.57;1.54;99;0;0;0.39;0.41;0.81;21.5;0;XS;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;430.06;11.64;9.87;428;;
Aveiro;AQUACRIA;N24A;SE1211L;Sole;Safiestela;;2012;April;31/7/2014;26/8/2014;292;305;303.86;0.38;304.44;292;LE-5;ELITE;Skretting;214.5;0;0;12977;3789.28;12820;3910.1;0;0;0;120.82;113.64;1.78;1.89;160;0;0;0.21;0.21;0.17;272.9;0.72;M ;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;925.72;6.52;2.61;428;;
Aveiro;AQUACRIA;N25A;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;26/8/2014;136;155;156.04;-0.67;153.53;136;LE-3;ELITE;Skretting;271.2;0;0;12350;1679.6;12260;1900.3;0;0;0;220.7;202.68;1.23;1.34;90;0;0;0.58;0.59;0.5;337.4;0.1;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;238.62;1.91;1.16;428;;
Aveiro;AQUACRIA;N31A;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;26/8/2014;72;81;82.39;-1.69;81.76;72;LE-2;ELITE;Skretting;343;0;0;32073;2309.26;32014;2593.13;0;0;0;283.88;308.21;1.21;1.11;59;0;0;0.54;0.54;0.45;302.5;0;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;227.97;0.71;1.12;428;;
Aveiro;AQUACRIA;N32A;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;26/8/2014;79;89;91.18;-2.39;90.59;79;LE-3;ELITE;Skretting;173.1;0;0;13825;1092.18;13763;1224.91;0;0;0;132.73;154.62;1.3;1.12;62;0;0;0.58;0.57;0.46;182.4;0.1;40-80;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;307.72;1.92;2.22;428;;
Aveiro;AQUACRIA;N32B;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;26/8/2014;52;60;61.23;-2.01;61.91;52;LE-2;ELITE;Skretting;25.1;0;0;2587;134.52;2558;153.48;0;0;0;18.96;23.84;1.32;1.05;29;0;0;0.67;0.66;0.55;20.3;0;0-40;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;91.49;3.45;3.47;428;;
Aveiro;AQUACRIA;N33A;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;26/8/2014;175;201;195.02;3.07;193.07;175;LE-3;ELITE;Skretting;127.8;0;0;5488;960.4;5487;1102.89;0;0;0;142.49;98.98;0.9;1.29;1;0;0;0.48;0.49;0.53;161.5;0.1;140-200;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;63.1;1.14;0.66;428;;
Aveiro;AQUACRIA;N34A;SE1304L;Sole;Safiestela;;2014;April;31/7/2014;26/8/2014;95;107;110;-2.73;108.27;95;LE-3;ELITE;Skretting;354.8;0;0;22560;2143.2;22511;2408.68;0;0;0;265.48;294.07;1.34;1.21;49;0;0;0.6;0.6;0.46;357.5;0.1;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;230;1.01;1.08;428;;
Aveiro;AQUACRIA;N35A;SE1304L;Sole;Safiestela;;2014;March;31/7/2014;26/8/2014;144;181;161.15;12.32;159.41;144;LE-3;ELITE;Skretting;221.5;0;0;11587;1668.53;11567;2093.63;0;0;0;425.1;175.37;0.52;1.26;20;0;0;0.45;0.49;0.88;281.2;0.1;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;88;0.76;0.98;428;;
Aveiro;AQUACRIA;N41A;SE1207L;Sole;Safiestela;;2013;August;31/7/2014;26/8/2014;147;167;161.08;3.68;159.67;147;LE-3;ELITE;Skretting;230.6;0;0;14554;2139.44;14538;2427.85;0;0;0;288.41;181.84;0.8;1.27;16;0;0;0.39;0.4;0.49;291.8;0.1;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;445.74;3.13;1.31;428;;
Aveiro;AQUACRIA;N42A;SS1100;Sole;Stolt Sea Farm;;2014;July;31/7/2014;26/8/2014;180;200;196.88;1.58;195.34;180;LE-3;ELITE;Skretting;176.1;0;0;8927;1606.86;8897;1779.4;0;0;0;172.54;131.08;1.02;1.34;30;0;0;0.4;0.41;0.41;225.8;0.1;S ;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;1070.45;6.75;5.36;428;;
Aveiro;AQUACRIA;N43A;SE1205L;Sole;Safiestela;;2013;August;31/7/2014;26/8/2014;185;196;201.14;-2.56;199.59;185;LE-3;ELITE;Skretting;157.8;0;0;8411;1556.04;8321;1630.92;0;0;0;74.88;104.75;2.11;1.51;90;0;0;0.38;0.38;0.22;201.9;0.1;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;942.21;10.17;2.92;428;;
Aveiro;AQUACRIA;N44A;SE1207L;Sole;Safiestela;;2013;August;31/7/2014;26/8/2014;107;122;121.77;0.19;120.09;107;LE-3;ELITE;Skretting;246;0;0;15836;1694.45;15792;1926.62;0;0;0;232.17;202.01;1.06;1.22;45;0;0;0.52;0.53;0.5;258.6;0.1;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;523.98;3.38;1.65;428;;
Aveiro;AQUACRIA;N44B;SE1207L;Sole;Safiestela;;2013;August;31/7/2014;26/8/2014;177;189;195.47;-3.31;194.17;177;LE-3;ELITE;Skretting;51.9;0;0;2417;427.81;2398;453.22;0;0;0;25.41;37.81;2.04;1.37;19;0;0;0.45;0.45;0.25;68;0.1;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;168.42;6.91;1.45;428;;
Aveiro;AQUACRIA;N45A;SE1207L;Sole;Safiestela;;2013;August;31/7/2014;26/8/2014;133;160;147.1;8.77;145.38;133;LE-3;ELITE;Skretting;211.8;0;0;13924;1851.89;13897;2223.52;0;0;0;371.63;168.45;0.57;1.26;29;0;0;0.4;0.42;0.71;267;0.1;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;445.13;3.27;1.34;428;;
Aveiro;AQUACRIA;N45B;SE1205L;Sole;Safiestela;;2013;August;31/7/2014;26/8/2014;216;230;230.64;-0.28;230.35;216;LE-5;ELITE;Skretting;52.1;0;0;2911;628.78;2879;662.17;0;0;0;33.39;34.4;1.56;1.51;32;0;0;0.31;0.31;0.24;40;0.72;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;296.78;9.34;2.42;428;;
Aveiro;AQUACRIA;N52A;SE1210L;Sole;Safiestela;;2014;March;31/7/2014;26/8/2014;260;271;275.61;-1.67;273.42;260;LE-5;ELITE;Skretting;90.7;0;0;3932;1022.32;4586;1242.81;0;0;169.3;51.18;62.28;1.77;1.46;24;0;0;1.33;1.14;0.16;114.2;0.72;215-315;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;3;0;2;318.67;6.31;0.86;428;;
Aveiro;AQUACRIA;N53A;SE1210L;Sole;Safiestela;;2014;March;31/7/2014;26/8/2014;106;117;117.03;-0.03;105.07;106;LE-3;ELITE;Skretting;272;0;0;15998;1695.79;23606;2761.9;0;2971.96;3571;467.07;185.46;0.58;1.47;283;0;0;1.09;2.14;0.38;351.6;0.1;70-120;Feed Type 2015;;Unchecked;;0;0;20.34;0;5;2;0;2;1522.57;6.06;1.41;428;;
Aveiro;AQUACRIA;N54A;SE1210L;Sole;Safiestela;;2014;March;31/7/2014;26/8/2014;60;66;66.55;-0.83;58.96;60;LE-2;ELITE;Skretting;225.6;0;0;9006;540.36;41794;2758.4;0;0;1729.6;488.44;194.21;0.46;1.16;578;0;0;2.9;6.78;0.37;208;0;0-70;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;3;0;2;2870.23;6.43;3.08;428;;
Aveiro;AQUACRIA;N62A;SE1308L;Sole;Safiestela;;2014;July;31/7/2014;26/8/2014;60;74;69.89;5.88;69.68;60;LE-2;ELITE;Skretting;222.9;0;0;21469;1288.14;21443;1586.78;0;0;0;298.64;206.01;0.75;1.08;26;0;0;0.6;0.62;0.81;197.6;0;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;39;0.18;0.87;428;;
Aveiro;AQUACRIA;N63A;SE1308L;Sole;Safiestela;;2014;July;31/7/2014;26/8/2014;34;42;40.42;3.91;41.62;34;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;339.2;0;0;46422;1578.35;46375;1947.75;0;0;0;369.4;351.78;0.92;0.96;48;0;0;0.74;0.75;0.81;436.9;0;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;132;0.28;0.86;428;;
Aveiro;AQUACRIA;N64A;SE1306L;Sole;Safiestela;;2014;July;31/7/2014;26/8/2014;56;72;67.16;7.21;67.21;56;LE-2;ELITE;Skretting;188.1;0;0;16089;900.98;16026;1153.87;0;0;0;252.89;176.12;0.74;1.07;63;0;0;0.71;0.73;0.97;161.1;0;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;89;0.55;1.02;428;;
Aveiro;AQUACRIA;N65A;SE1306L;Sole;Safiestela;;2014;July;31/7/2014;26/8/2014;30;35;35.17;-0.48;36.3;30;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;165.85;0;0;27736;832.08;27628;966.98;0;0;0;134.9;170.82;1.23;0.97;109;0;0;0.71;0.7;0.59;215.55;0;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;208;0.75;0.82;428;;
Aveiro;AQUACRIA;P1A;CM1304L;Sole;Cupimar;;2013;April;31/7/2014;26/8/2014;228;260;246.13;5.64;245.18;228;EFICO Sigma 574 4,5mm;EFICO Sigma;Biomar;80.1;0;0;3582;816.7;3563;926.38;0;0;0;109.68;56.88;0.73;1.41;20;0;0;0.35;0.36;0.51;101.7;1.73;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;268.78;7.38;3.49;428;;
Aveiro;AQUACRIA;P1B;SS1204L;Sole;Stolt Sea Farm;;2012;April;31/7/2014;26/8/2014;281;312;305.89;2;307.87;281;EFICO Sigma 574 4,5mm;EFICO Sigma;Biomar;74.7;0;0;2144;602.46;2140;667.68;0;0;0;65.22;56.38;1.15;1.32;4;0;0;0.45;0.46;0.4;95.3;1.73;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;192.27;7.34;2.79;428;;YES
Aveiro;AQUACRIA;P2A;CM1304L;Sole;Cupimar;;2013;April;31/7/2014;26/8/2014;283;317;301.04;5.3;302.41;283;EFICO Sigma 574 4,5mm;EFICO Sigma;Biomar;73.2;0;0;2901;820.98;2893;917.08;0;0;0;96.1;53.89;0.76;1.36;8;0;0;0.32;0.33;0.44;93.6;1.73;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;243.73;8.17;3;428;;
Aveiro;AQUACRIA;P2B;SS1204L;Sole;Stolt Sea Farm;;2012;April;31/7/2014;26/8/2014;371;375;388.44;-3.46;393.9;371;EFICO Sigma 574 4,5mm;EFICO Sigma;Biomar;55.7;0;0;2647;982.04;1694;635.25;0;351.28;0;4.49;36.51;12.4;1.53;11;0;0;-20.77;-2.27;0.04;72.7;1.73;;Feed Type 2015;;Unchecked;;0;0;20.34;0;1;0;0;2;145.63;7.05;2.43;428;;YES
Aveiro;AQUACRIA;P3A;CM1304L;Sole;Cupimar;;2013;April;31/7/2014;26/8/2014;366;403;385.67;4.49;391.08;366;EFICO Sigma 574 4,5mm;EFICO Sigma;Biomar;108.4;0;0;3332;1219.51;3311;1334.33;0;0;0;114.82;75.35;0.94;1.44;23;0;0;0.33;0.33;0.37;138.3;1.73;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;245.65;7.26;2.44;428;;
Aveiro;AQUACRIA;S21A;SE1211L;Sole;Safiestela;;2012;April;31/7/2014;26/8/2014;228;243;242.71;0.12;241.36;228;LE-3;ELITE;Skretting;178.7;0;0;9904;2258.11;9816;2385.29;0;0;0;127.18;111.08;1.41;1.61;88;0;0;0.3;0.3;0.25;124.4;0.27;S ;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;676.93;6.67;3.02;428;;YES
Aveiro;AQUACRIA;S22A;SE1211L;Sole;Safiestela;;2012;April;31/7/2014;26/8/2014;129;143;138.5;3.25;137.18;129;LE-3;ELITE;Skretting;214.5;0;0;21071;2718.16;20733;2964.82;0;0;0;246.66;125.99;0.87;1.7;338;0;0;0.29;0.3;0.4;264.4;0.1;XS;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;1930.03;8.2;5.21;428;;
Aveiro;AQUACRIA;S23A;SS1204L;Sole;Stolt Sea Farm;;2012;April;31/7/2014;26/8/2014;312;317;323.26;-1.94;324.21;312;LE-5;ELITE;Skretting;131.1;0;0;8020;2502.24;7910;2507.47;0;0;0;5.23;62.26;25.07;2.11;118;0;0;0.2;0.2;0.06;164.5;0.72;55-90;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;989.91;10.14;2.51;428;;YES
Aveiro;AQUACRIA;S23B;SE1211L;Sole;Safiestela;;2012;April;31/7/2014;26/8/2014;377;384;391.26;-1.86;393.71;377;LE-5;ELITE;Skretting;28.5;0;0;1348;508.2;1081;415.1;6.01;425.07;0;337.99;348.48;0.08;0.08;16;0;0;-0.06;-0.06;0.07;34.4;0.72;L ;Feed Type 2015;;Unchecked;;0;0;20.34;0;2;1;1;2;70.07;7.56;1.65;407;;
